nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,velocity-magnitude
      3724,-7.966037745E-06,-1.004088140E-02, 0.000000000E+00, 1.299666380E-02
      3725, 7.469458569E-04,-1.004068171E-02, 0.000000000E+00, 1.968989916E-02
      3726,-7.630243405E-04,-1.003948989E-02, 0.000000000E+00, 2.284921576E-02
      3727,-2.051990883E-03,-1.003888091E-02, 0.000000000E+00, 8.595829918E-02
      3728, 2.424872774E-04,-1.003797447E-02, 0.000000000E+00, 1.267053493E-02
      3729,-2.584438486E-04,-1.003757853E-02, 0.000000000E+00, 1.332016098E-02
      3730, 1.774242497E-03,-1.003341982E-02, 0.000000000E+00, 4.658873898E-02
      3731,-2.851208326E-03,-1.003238081E-02, 0.000000000E+00, 1.525946729E-01
      3732,-1.790178230E-03,-1.003043434E-02, 0.000000000E+00, 6.566510585E-02
      3733, 4.935457601E-04,-1.002881071E-02, 0.000000000E+00, 1.234813000E-02
      3734,-6.612800421E-03,-1.002793478E-02, 0.000000000E+00, 5.436116744E-01
      3735,-5.095363065E-04,-1.002801493E-02, 0.000000000E+00, 1.364522405E-02
      3736, 1.514223903E-03,-1.002771868E-02, 0.000000000E+00, 3.631372395E-02
      3737,-1.530724528E-03,-1.002510774E-02, 0.000000000E+00, 4.880340718E-02
      3738,-3.915030650E-03,-1.002417930E-02, 0.000000000E+00, 2.494861771E-01
      3739, 1.255555610E-03,-1.002330430E-02, 0.000000000E+00, 2.721281254E-02
      3740,-4.846801810E-03,-1.002212505E-02, 0.000000000E+00, 3.672567304E-01
      3741,-1.272313835E-03,-1.002117980E-02, 0.000000000E+00, 3.484308357E-02
      3742, 9.991369364E-04,-1.001880541E-02, 0.000000000E+00, 1.914834812E-02
      3743, 2.829918782E-03,-1.001892408E-02, 0.000000000E+00, 8.482603166E-02
      3744,-7.948088090E-06,-1.001813816E-02, 0.000000000E+00, 6.057783428E-03
      3745,-1.015498682E-03,-1.001718313E-02, 0.000000000E+00, 2.334556854E-02
      3746,-6.347659076E-03,-1.001577166E-02, 0.000000000E+00, 5.114176389E-01
      3747, 2.419377812E-04,-1.001522535E-02, 0.000000000E+00, 5.905036605E-03
      3748,-2.578583495E-04,-1.001482898E-02, 0.000000000E+00, 6.208920620E-03
      3749, 7.449133732E-04,-1.001332373E-02, 0.000000000E+00, 1.202541807E-02
      3750,-7.609474416E-04,-1.001212844E-02, 0.000000000E+00, 1.396195188E-02
      3751, 7.598529129E-03,-1.000947276E-02, 0.000000000E+00, 2.400484392E-01
      3752, 4.924262561E-04,-1.000605532E-02, 0.000000000E+00, 5.754409933E-03
      3753,-5.083805748E-04,-1.000525925E-02, 0.000000000E+00, 6.360863637E-03
      3754,-4.146614175E-03,-1.000439961E-02, 0.000000000E+00, 2.771574464E-01
      3755,-3.069662991E-03,-1.000034501E-02, 0.000000000E+00, 1.696842438E-01
      3756,-7.933127669E-06,-9.999221325E-03, 0.000000000E+00, 0.000000000E+00
      3757, 3.787028351E-03,-9.999048058E-03, 0.000000000E+00, 1.161612733E-01
      3758, 1.117498288E-02,-9.997159388E-03, 0.000000000E+00, 3.128889080E-01
      3759, 2.414805424E-04,-9.996303544E-03, 0.000000000E+00, 0.000000000E+00
      3760,-2.573710375E-04,-9.995906819E-03, 0.000000000E+00, 0.000000000E+00
      3761, 2.553938460E-03,-9.995338291E-03, 0.000000000E+00, 7.127429238E-02
      3762, 9.964130948E-04,-9.991475758E-03, 0.000000000E+00, 1.169398351E-02
      3763,-2.569693259E-03,-9.991202177E-03, 0.000000000E+00, 1.143272362E-01
      3764, 7.432216246E-04,-9.990577055E-03, 0.000000000E+00, 5.603801696E-03
      3765, 1.251444864E-03,-9.990483980E-03, 0.000000000E+00, 1.858188518E-02
      3766,-1.012728378E-03,-9.989847990E-03, 0.000000000E+00, 1.426615432E-02
      3767,-7.592187976E-04,-9.989378843E-03, 0.000000000E+00, 6.508934594E-03
      3768,-1.268145880E-03,-9.988370005E-03, 0.000000000E+00, 2.381583404E-02
      3769, 1.508275612E-03,-9.988360196E-03, 0.000000000E+00, 2.634716051E-02
      3770, 2.286867882E-03,-9.988180402E-03, 0.000000000E+00, 5.619432435E-02
      3771, 4.914945604E-04,-9.987128219E-03, 0.000000000E+00, 0.000000000E+00
      3772,-5.074186464E-04,-9.986331900E-03, 0.000000000E+00, 0.000000000E+00
      3773, 1.765890316E-03,-9.986271105E-03, 0.000000000E+00, 3.510777178E-02
      3774,-1.524711860E-03,-9.985789754E-03, 0.000000000E+00, 3.546290006E-02
      3775, 2.024665499E-03,-9.985729670E-03, 0.000000000E+00, 4.500308512E-02
      3776, 3.128452597E-03,-9.984617989E-03, 0.000000000E+00, 9.609816836E-02
      3777,-2.302641057E-03,-9.984432779E-03, 0.000000000E+00, 8.718097099E-02
      3778,-1.781756643E-03,-9.983337297E-03, 0.000000000E+00, 4.958442320E-02
      3779,-2.040430554E-03,-9.982407474E-03, 0.000000000E+00, 6.663963510E-02
      3780, 8.851061214E-03,-9.981042663E-03, 0.000000000E+00, 2.687366686E-01
      3781, 7.418139511E-04,-9.971657221E-03, 0.000000000E+00, 0.000000000E+00
      3782,-7.577804676E-04,-9.970456543E-03, 0.000000000E+00, 0.000000000E+00
      3783, 9.941471995E-04,-9.968752646E-03, 0.000000000E+00, 5.449102358E-03
      3784,-1.010424259E-03,-9.967120172E-03, 0.000000000E+00, 6.651086926E-03
      3785, 1.248028279E-03,-9.963207746E-03, 0.000000000E+00, 1.134683289E-02
      3786, 6.779152478E-03,-9.962525020E-03, 0.000000000E+00, 2.185708955E-01
      3787, 3.280275100E-03,-9.962381924E-03, 0.000000000E+00, 9.719081090E-02
      3788,-1.264682769E-03,-9.961102313E-03, 0.000000000E+00, 1.455488631E-02
      3789, 1.503336324E-03,-9.955667626E-03, 0.000000000E+00, 1.798761567E-02
      3790,-1.519720247E-03,-9.953130732E-03, 0.000000000E+00, 2.424169749E-02
      3791, 9.922622364E-04,-9.949852414E-03, 0.000000000E+00, 0.000000000E+00
      3792,-1.008507704E-03,-9.948215916E-03, 0.000000000E+00, 0.000000000E+00
      3793, 1.758960955E-03,-9.947133186E-03, 0.000000000E+00, 2.546992928E-02
      3794, 3.078811991E-03,-9.946821616E-03, 0.000000000E+00, 8.258475287E-02
      3795,-1.774769805E-03,-9.944242282E-03, 0.000000000E+00, 3.603340007E-02
      3796,-5.660737002E-03,-9.940904314E-03, 0.000000000E+00, 4.272705723E-01
      3797, 1.245187384E-03,-9.940528785E-03, 0.000000000E+00, 5.286859819E-03
      3798, 2.015148557E-03,-9.938845217E-03, 0.000000000E+00, 3.390769237E-02
      3799,-1.261803897E-03,-9.938430311E-03, 0.000000000E+00, 6.786229390E-03
      3800,-2.030845262E-03,-9.935565381E-03, 0.000000000E+00, 5.032359921E-02
      3801, 2.273997884E-03,-9.931946949E-03, 0.000000000E+00, 4.343638591E-02
      3802, 4.649570756E-03,-9.931165133E-03, 0.000000000E+00, 1.437112848E-01
      3803,-3.094819783E-03,-9.929913287E-03, 0.000000000E+00, 1.451359568E-01
      3804, 6.532336644E-03,-9.928674616E-03, 0.000000000E+00, 2.029949906E-01
      3805, 1.499232447E-03,-9.928497254E-03, 0.000000000E+00, 1.098228778E-02
      3806,-2.289685234E-03,-9.928248394E-03, 0.000000000E+00, 6.760352067E-02
      3807, 2.804451290E-03,-9.928286904E-03, 0.000000000E+00, 6.783462987E-02
      3808, 2.536713441E-03,-9.927838070E-03, 0.000000000E+00, 5.423240585E-02
      3809, 5.361634468E-02,-9.926859490E-03, 0.000000000E+00, 6.683749470E-01
      3810,-1.515573692E-03,-9.925988213E-03, 0.000000000E+00, 1.481628586E-02
      3811,-2.820415373E-03,-9.923654026E-03, 0.000000000E+00, 1.172180563E-01
      3812,-2.552368374E-03,-9.923748808E-03, 0.000000000E+00, 8.841127946E-02
      3813,-9.377029123E-03,-9.922438109E-03, 0.000000000E+00, 6.999034288E-01
      3814, 1.242824409E-03,-9.921665180E-03, 0.000000000E+00, 0.000000000E+00
      3815,-1.259409665E-03,-9.919572361E-03, 0.000000000E+00, 0.000000000E+00
      3816, 7.950512815E-03,-9.918106950E-03, 0.000000000E+00, 2.446559747E-01
      3817,-5.824398399E-03,-9.915917647E-03, 0.000000000E+00, 4.548601118E-01
      3818, 1.753207815E-03,-9.914623935E-03, 0.000000000E+00, 1.738754111E-02
      3819, 4.889893791E-03,-9.913116253E-03, 0.000000000E+00, 1.556564713E-01
      3820,-1.768969019E-03,-9.911768724E-03, 0.000000000E+00, 2.463344421E-02
      3821, 4.264605092E-03,-9.911702041E-03, 0.000000000E+00, 1.268170431E-01
      3822, 4.070344680E-03,-9.907913801E-03, 0.000000000E+00, 1.158291169E-01
      3823, 1.495820999E-03,-9.905906120E-03, 0.000000000E+00, 5.116338406E-03
      3824,-1.512127326E-03,-9.903420235E-03, 0.000000000E+00, 6.908549160E-03
      3825,-3.395251649E-03,-9.903178425E-03, 0.000000000E+00, 1.744906830E-01
      3826, 2.007251210E-03,-9.899926807E-03, 0.000000000E+00, 2.459593071E-02
      3827,-2.022890984E-03,-9.896682065E-03, 0.000000000E+00, 3.657237013E-02
      3828,-3.536726199E-03,-9.891364109E-03, 0.000000000E+00, 1.855756515E-01
      3829,-7.975434293E-03,-9.890539106E-03, 0.000000000E+00, 6.291803665E-01
      3830, 1.748428315E-03,-9.887606082E-03, 0.000000000E+00, 1.061539144E-02
      3831, 1.492983702E-03,-9.887115523E-03, 0.000000000E+00, 0.000000000E+00
      3832, 2.263321672E-03,-9.885304738E-03, 0.000000000E+00, 3.272034528E-02
      3833,-1.764149990E-03,-9.884780608E-03, 0.000000000E+00, 1.505665906E-02
      3834,-1.509261294E-03,-9.884648857E-03, 0.000000000E+00, 0.000000000E+00
      3835, 3.338218851E-03,-9.882962332E-03, 0.000000000E+00, 8.353172518E-02
      3836,-2.278938424E-03,-9.881646698E-03, 0.000000000E+00, 5.106052422E-02
      3837, 6.287980288E-02,-9.879850620E-03, 0.000000000E+00, 7.039382670E-01
      3838, 2.522435390E-03,-9.871904615E-03, 0.000000000E+00, 4.191023839E-02
      3839, 3.492562888E-03,-9.868457503E-03, 0.000000000E+00, 8.881130204E-02
      3840,-2.538007004E-03,-9.867854565E-03, 0.000000000E+00, 6.857282509E-02
      3841, 2.000693277E-03,-9.867600117E-03, 0.000000000E+00, 1.678892078E-02
      3842,-3.570553546E-02,-9.865168157E-03, 0.000000000E+00, 9.505140579E-01
      3843, 1.744455654E-03,-9.865141928E-03, 0.000000000E+00, 4.945240578E-03
      3844,-2.016285614E-03,-9.864384469E-03, 0.000000000E+00, 2.500277281E-02
      3845,-1.760144512E-03,-9.862341262E-03, 0.000000000E+00, 7.021010578E-03
      3846, 2.785509946E-03,-9.861174015E-03, 0.000000000E+00, 5.229125172E-02
      3847,-3.338324468E-03,-9.859532217E-03, 0.000000000E+00, 1.461933156E-01
      3848, 1.629246278E-02,-9.858991286E-03, 0.000000000E+00, 3.761457444E-01
      3849,-2.801376825E-03,-9.856591095E-03, 0.000000000E+00, 8.955908871E-02
      3850, 3.053960386E-03,-9.854568298E-03, 0.000000000E+00, 6.538383424E-02
      3851,-8.398102452E-03,-9.852810118E-03, 0.000000000E+00, 6.608088466E-01
      3852,-3.069737088E-03,-9.849486864E-03, 0.000000000E+00, 1.166387059E-01
      3853,-4.540403732E-03,-9.848146239E-03, 0.000000000E+00, 2.794183082E-01
      3854, 2.254458652E-03,-9.846587919E-03, 0.000000000E+00, 2.373014496E-02
      3855, 1.741151714E-03,-9.846457095E-03, 0.000000000E+00, 0.000000000E+00
      3856, 5.796193757E-03,-9.845545913E-03, 0.000000000E+00, 1.732676556E-01
      3857,-4.207810529E-03,-9.845078695E-03, 0.000000000E+00, 2.297939704E-01
      3858,-1.756813543E-03,-9.843677094E-03, 0.000000000E+00, 0.000000000E+00
      3859,-2.270017181E-03,-9.842963331E-03, 0.000000000E+00, 3.711290279E-02
      3860, 1.995244423E-03,-9.840734222E-03, 0.000000000E+00, 1.024890383E-02
      3861,-2.010797222E-03,-9.837542710E-03, 0.000000000E+00, 1.528274930E-02
      3862, 8.635329392E-02,-9.833667473E-03, 0.000000000E+00, 7.671059605E-01
      3863, 2.510589715E-03,-9.825512374E-03, 0.000000000E+00, 3.156498771E-02
      3864,-2.526091818E-03,-9.821494968E-03, 0.000000000E+00, 5.180224438E-02
      3865, 1.990714879E-03,-9.818396615E-03, 0.000000000E+00, 4.774108498E-03
      3866, 5.978954419E-03,-9.816394246E-03, 0.000000000E+00, 1.795965223E-01
      3867,-2.006234723E-03,-9.815225159E-03, 0.000000000E+00, 7.126535126E-03
      3868, 2.247096256E-03,-9.814429018E-03, 0.000000000E+00, 1.619515373E-02
      3869,-3.609209037E-03,-9.811493993E-03, 0.000000000E+00, 1.632936017E-01
      3870,-2.262606669E-03,-9.810832062E-03, 0.000000000E+00, 2.537497922E-02
      3871, 4.946051095E-03,-9.807075458E-03, 0.000000000E+00, 1.348816306E-01
      3872, 2.769811290E-03,-9.805562451E-03, 0.000000000E+00, 4.039922571E-02
      3873,-4.953093673E-03,-9.803077137E-03, 0.000000000E+00, 3.280124710E-01
      3874,-2.785596412E-03,-9.801022023E-03, 0.000000000E+00, 6.946928100E-02
      3875, 1.986947853E-03,-9.799817118E-03, 0.000000000E+00, 0.000000000E+00
      3876,-2.002440469E-03,-9.796662315E-03, 0.000000000E+00, 0.000000000E+00
      3877,-3.797161837E-03,-9.796411229E-03, 0.000000000E+00, 1.838395245E-01
      3878, 1.249634382E-02,-9.789539609E-03, 0.000000000E+00, 3.205888532E-01
      3879, 3.033307428E-03,-9.787923752E-03, 0.000000000E+00, 5.031090316E-02
      3880, 2.240977195E-03,-9.787702805E-03, 0.000000000E+00, 9.884907956E-03
      3881, 2.500754808E-03,-9.787003673E-03, 0.000000000E+00, 2.288897706E-02
      3882,-5.184385208E-03,-9.784376953E-03, 0.000000000E+00, 3.548434490E-01
      3883,-2.256447778E-03,-9.784128686E-03, 0.000000000E+00, 1.551155263E-02
      3884,-4.342729278E-03,-9.783835275E-03, 0.000000000E+00, 2.328165913E-01
      3885,-3.048987425E-03,-9.782909295E-03, 0.000000000E+00, 9.058037657E-02
      3886,-2.516198918E-03,-9.783013367E-03, 0.000000000E+00, 3.765814934E-02
      3887, 5.271643527E-03,-9.779265804E-03, 0.000000000E+00, 1.496028233E-01
      3888,-6.200687185E-02,-9.778825359E-03, 0.000000000E+00, 9.901473896E-01
      3889,-4.590780739E-02,-9.776519069E-03, 0.000000000E+00, 9.742343299E-01
      3890, 4.350647033E-03,-9.774488440E-03, 0.000000000E+00, 1.097708129E-01
      3891, 3.301347360E-03,-9.774282124E-03, 0.000000000E+00, 6.367227947E-02
      3892, 3.752264460E-03,-9.772729873E-03, 0.000000000E+00, 8.527295575E-02
      3893,-3.316899625E-03,-9.768864869E-03, 0.000000000E+00, 1.179951271E-01
      3894, 2.235889263E-03,-9.765481493E-03, 0.000000000E+00, 4.603919781E-03
      3895,-9.828922254E-03,-9.764572640E-03, 0.000000000E+00, 7.084461054E-01
      3896,-6.722728281E-03,-9.764239105E-03, 0.000000000E+00, 5.053927200E-01
      3897,-2.251326833E-03,-9.761926269E-03, 0.000000000E+00, 7.233713904E-03
      3898, 2.756788343E-03,-9.759437531E-03, 0.000000000E+00, 3.042076257E-02
      3899, 4.548424139E-03,-9.758037674E-03, 0.000000000E+00, 1.182129991E-01
      3900,-2.772504810E-03,-9.754932876E-03, 0.000000000E+00, 5.248414000E-02
      3901, 2.492584322E-03,-9.755017974E-03, 0.000000000E+00, 1.561934563E-02
      3902, 3.570417526E-03,-9.755029693E-03, 0.000000000E+00, 7.794880675E-02
      3903,-2.507980049E-03,-9.751050134E-03, 0.000000000E+00, 2.575150357E-02
      3904, 2.231657406E-03,-9.746998728E-03, 0.000000000E+00, 0.000000000E+00
      3905, 1.899784027E-02,-9.745553930E-03, 0.000000000E+00, 4.057749062E-01
      3906,-2.247067768E-03,-9.743459124E-03, 0.000000000E+00, 0.000000000E+00
      3907, 5.136495745E-03,-9.734374037E-03, 0.000000000E+00, 1.324019259E-01
      3908, 3.016193670E-03,-9.732699636E-03, 0.000000000E+00, 3.886167234E-02
      3909, 2.485793091E-03,-9.728435881E-03, 0.000000000E+00, 9.532620691E-03
      3910,-3.031793642E-03,-9.727742355E-03, 0.000000000E+00, 7.026589942E-02
      3911,-2.501148453E-03,-9.724486650E-03, 0.000000000E+00, 1.574376121E-02
      3912, 2.745976852E-03,-9.721150777E-03, 0.000000000E+00, 2.205577536E-02
      3913,-2.761635736E-03,-9.716676057E-03, 0.000000000E+00, 3.815686273E-02
      3914,-3.850748126E-03,-9.709135673E-03, 0.000000000E+00, 1.599657710E-01
      3915, 3.279010702E-03,-9.708226393E-03, 0.000000000E+00, 4.829198018E-02
      3916, 2.480145864E-03,-9.706334487E-03, 0.000000000E+00, 4.439536158E-03
      3917,-2.986003620E-02,-9.705344077E-03, 0.000000000E+00, 9.240726285E-01
      3918, 3.993402336E-03,-9.703009933E-03, 0.000000000E+00, 8.565535780E-02
      3919,-3.294466111E-03,-9.702871011E-03, 0.000000000E+00, 9.143225165E-02
      3920,-2.495467551E-03,-9.702400672E-03, 0.000000000E+00, 7.342852542E-03
      3921, 3.825604117E-03,-9.692461882E-03, 0.000000000E+00, 7.659837387E-02
      3922,-7.025574987E-02,-9.692162662E-03, 0.000000000E+00, 9.940546574E-01
      3923, 2.736995608E-03,-9.689349358E-03, 0.000000000E+00, 1.504891851E-02
      3924, 2.475448568E-03,-9.687951484E-03, 0.000000000E+00, 0.000000000E+00
      3925, 3.545768209E-03,-9.687939385E-03, 0.000000000E+00, 6.021596865E-02
      3926, 3.001999143E-03,-9.686895466E-03, 0.000000000E+00, 2.925797061E-02
      3927,-2.752606242E-03,-9.684899599E-03, 0.000000000E+00, 2.609430032E-02
      3928,-2.490742486E-03,-9.684030369E-03, 0.000000000E+00, 0.000000000E+00
      3929,-7.212479753E-03,-9.683596988E-03, 0.000000000E+00, 5.505461673E-01
      3930,-3.561440777E-03,-9.682100885E-03, 0.000000000E+00, 1.214984493E-01
      3931,-3.017532772E-03,-9.681986533E-03, 0.000000000E+00, 5.308936104E-02
      3932,-5.958758737E-03,-9.680187418E-03, 0.000000000E+00, 4.189608740E-01
      3933,-7.907278202E-02,-9.679624319E-03, 0.000000000E+00, 9.967457316E-01
      3934,-5.263841849E-03,-9.679084131E-03, 0.000000000E+00, 3.278021781E-01
      3935,-5.498816738E-03,-9.675962091E-03, 0.000000000E+00, 3.637785140E-01
      3936,-4.662258160E-03,-9.668809502E-03, 0.000000000E+00, 2.466103733E-01
      3937, 2.729530844E-03,-9.662920301E-03, 0.000000000E+00, 9.183596736E-03
      3938,-4.051270800E-03,-9.661679839E-03, 0.000000000E+00, 1.732023091E-01
      3939,-2.745101080E-03,-9.658491308E-03, 0.000000000E+00, 1.595423940E-02
      3940,-6.189502820E-03,-9.657162971E-03, 0.000000000E+00, 4.483222705E-01
      3941, 3.260506511E-03,-9.653488132E-03, 0.000000000E+00, 3.729424165E-02
      3942, 6.975936778E-03,-9.650036417E-03, 0.000000000E+00, 1.906613842E-01
      3943, 2.990216589E-03,-9.648874433E-03, 0.000000000E+00, 2.120965398E-02
      3944,-3.275881945E-03,-9.648185772E-03, 0.000000000E+00, 7.093592165E-02
      3945, 9.875356820E-03,-9.645218314E-03, 0.000000000E+00, 2.542827584E-01
      3946,-3.005695146E-03,-9.644006152E-03, 0.000000000E+00, 3.859921851E-02
      3947,-4.834578238E-03,-9.642338090E-03, 0.000000000E+00, 2.692150893E-01
      3948, 2.723323781E-03,-9.640946031E-03, 0.000000000E+00, 4.276661471E-03
      3949,-2.738860217E-03,-9.636534299E-03, 0.000000000E+00, 7.441367159E-03
      3950,-6.966278709E-03,-9.632030991E-03, 0.000000000E+00, 5.080656311E-01
      3951,-8.174846949E-02,-9.623567914E-03, 0.000000000E+00, 9.974245351E-01
      3952, 2.718160843E-03,-9.622668683E-03, 0.000000000E+00, 0.000000000E+00
      3953, 3.521800096E-03,-9.622537172E-03, 0.000000000E+00, 4.628116812E-02
      3954,-2.733669385E-03,-9.618271186E-03, 0.000000000E+00, 0.000000000E+00
      3955, 2.980429736E-03,-9.617293300E-03, 0.000000000E+00, 1.446984680E-02
      3956,-3.537367791E-03,-9.616755563E-03, 0.000000000E+00, 9.213896868E-02
      3957,-2.995862532E-03,-9.612459076E-03, 0.000000000E+00, 2.639817166E-02
      3958,-6.464278278E-02,-9.609714894E-03, 0.000000000E+00, 9.915820465E-01
      3959, 3.245162022E-03,-9.608085669E-03, 0.000000000E+00, 2.807281541E-02
      3960,-1.096513574E-02,-9.603465612E-03, 0.000000000E+00, 7.223852268E-01
      3961,-3.260471229E-03,-9.602828248E-03, 0.000000000E+00, 5.360134696E-02
      3962,-7.289390508E-02,-9.602033260E-03, 0.000000000E+00, 9.950730024E-01
      3963, 4.069902039E-03,-9.600682432E-03, 0.000000000E+00, 7.448448598E-02
      3964, 7.273859328E-03,-9.600303158E-03, 0.000000000E+00, 1.996518432E-01
      3965, 4.630644831E-03,-9.599411666E-03, 0.000000000E+00, 1.001910988E-01
      3966, 5.627287167E-03,-9.597273882E-03, 0.000000000E+00, 1.407788311E-01
      3967, 3.787395920E-03,-9.595810830E-03, 0.000000000E+00, 5.809075126E-02
      3968, 2.972296116E-03,-9.591046980E-03, 0.000000000E+00, 8.829337494E-03
      3969,-3.803157101E-03,-9.589445202E-03, 0.000000000E+00, 1.218708591E-01
      3970, 4.780490519E-03,-9.588528644E-03, 0.000000000E+00, 1.069578498E-01
      3971, 4.256404582E-03,-9.587490476E-03, 0.000000000E+00, 8.153621335E-02
      3972,-2.987690863E-03,-9.586241223E-03, 0.000000000E+00, 1.614071876E-02
      3973, 5.463322290E-03,-9.585002246E-03, 0.000000000E+00, 1.299868802E-01
      3974,-4.076816360E-03,-9.572765308E-03, 0.000000000E+00, 1.505649875E-01
      3975, 3.232427214E-03,-9.570397290E-03, 0.000000000E+00, 2.034724151E-02
      3976, 2.965533387E-03,-9.569224391E-03, 0.000000000E+00, 4.111350714E-03
      3977, 3.501944549E-03,-9.568339169E-03, 0.000000000E+00, 3.573351741E-02
      3978, 6.113052573E-03,-9.567404229E-03, 0.000000000E+00, 1.557904655E-01
      3979,-3.247681471E-03,-9.565177704E-03, 0.000000000E+00, 3.897479383E-02
      3980,-2.980896480E-03,-9.564442394E-03, 0.000000000E+00, 7.528607882E-03
      3981,-8.566051185E-03,-9.563821948E-03, 0.000000000E+00, 6.274969420E-01
      3982,-3.517426438E-03,-9.562605170E-03, 0.000000000E+00, 7.149764460E-02
      3983, 2.959908285E-03,-9.551073100E-03, 0.000000000E+00, 0.000000000E+00
      3984,-2.975245393E-03,-9.546310816E-03, 0.000000000E+00, 0.000000000E+00
      3985, 6.379046663E-03,-9.545960188E-03, 0.000000000E+00, 1.664437248E-01
      3986, 3.221851010E-03,-9.539091968E-03, 0.000000000E+00, 1.387956662E-02
      3987,-3.237059614E-03,-9.533904098E-03, 0.000000000E+00, 2.665686784E-02
      3988, 3.761832427E-03,-9.531070739E-03, 0.000000000E+00, 4.431363386E-02
      3989,-3.777489117E-03,-9.524775009E-03, 0.000000000E+00, 9.271752622E-02
      3990, 3.485479695E-03,-9.523384264E-03, 0.000000000E+00, 2.689282494E-02
      3991,-4.874178344E-03,-9.522286404E-03, 0.000000000E+00, 2.292470845E-01
      3992,-3.500891057E-03,-9.517689810E-03, 0.000000000E+00, 5.403402566E-02
      3993,-4.366409277E-03,-9.514118970E-03, 0.000000000E+00, 1.794360903E-01
      3994, 3.213062512E-03,-9.513074548E-03, 0.000000000E+00, 8.468147923E-03
      3995,-3.228233151E-03,-9.507913195E-03, 0.000000000E+00, 1.629979614E-02
      3996,-6.293508868E-03,-9.504008398E-03, 0.000000000E+00, 4.162099252E-01
      3997, 4.026394982E-03,-9.497969980E-03, 0.000000000E+00, 5.569501399E-02
      3998, 4.308079480E-03,-9.493616214E-03, 0.000000000E+00, 7.016044326E-02
      3999,-5.606770701E-03,-9.492481289E-03, 0.000000000E+00, 3.307613161E-01
      4000, 3.205756076E-03,-9.491442073E-03, 0.000000000E+00, 3.942764232E-03
      4001,-4.042001271E-03,-9.491083677E-03, 0.000000000E+00, 1.200332409E-01
      4002,-3.220895127E-03,-9.486302854E-03, 0.000000000E+00, 7.603142288E-03
      4003, 3.471815300E-03,-9.486067217E-03, 0.000000000E+00, 1.948881581E-02
      4004,-1.670437713E-02,-9.482793425E-03, 0.000000000E+00, 7.909945544E-01
      4005, 4.325677790E-02,-9.481652851E-03, 0.000000000E+00, 6.055614398E-01
      4006,-4.309466494E-03,-9.480767915E-03, 0.000000000E+00, 1.510283918E-01
      4007,-3.487168502E-03,-9.480405471E-03, 0.000000000E+00, 3.929414899E-02
      4008, 3.740650905E-03,-9.477422075E-03, 0.000000000E+00, 3.420592515E-02
      4009,-5.819961575E-03,-9.475470249E-03, 0.000000000E+00, 3.591740721E-01
      4010,-6.447442966E-03,-9.475347603E-03, 0.000000000E+00, 4.421766504E-01
      4011,-1.178815762E-02,-9.473519113E-03, 0.000000000E+00, 7.345417654E-01
      4012, 3.199678939E-03,-9.473448900E-03, 0.000000000E+00, 0.000000000E+00
      4013,-4.513096957E-03,-9.471632926E-03, 0.000000000E+00, 1.841536665E-01
      4014,-3.756222555E-03,-9.471183649E-03, 0.000000000E+00, 7.195659210E-02
      4015,-3.214792155E-03,-9.468327992E-03, 0.000000000E+00, 0.000000000E+00
      4016, 8.407037631E-02,-9.468366366E-03, 0.000000000E+00, 7.586437282E-01
      4017, 5.077994452E-03,-9.466705131E-03, 0.000000000E+00, 1.027103827E-01
      4018,-8.948123687E-03,-9.462352864E-03, 0.000000000E+00, 6.481225926E-01
      4019,-5.181869934E-03,-9.462223954E-03, 0.000000000E+00, 2.672286015E-01
      4020, 5.560213649E-02,-9.460483102E-03, 0.000000000E+00, 6.723941115E-01
      4021, 3.460467284E-03,-9.455070328E-03, 0.000000000E+00, 1.329217490E-02
      4022, 8.831129877E-03,-9.454935072E-03, 0.000000000E+00, 2.259701564E-01
      4023,-3.475772411E-03,-9.449435575E-03, 0.000000000E+00, 2.687805670E-02
      4024, 4.530650157E-03,-9.449122878E-03, 0.000000000E+00, 7.566099507E-02
      4025, 8.039727965E-03,-9.439091072E-03, 0.000000000E+00, 2.044924745E-01
      4026, 3.999242265E-03,-9.433888407E-03, 0.000000000E+00, 4.239842718E-02
      4027, 3.723083625E-03,-9.432923485E-03, 0.000000000E+00, 2.573771569E-02
      4028,-5.018498146E-03,-9.430337988E-03, 0.000000000E+00, 2.291117315E-01
      4029, 4.892257973E-03,-9.429761874E-03, 0.000000000E+00, 9.070972653E-02
      4030, 3.451037601E-03,-9.429309305E-03, 0.000000000E+00, 8.108831580E-03
      4031,-4.014758725E-03,-9.427096941E-03, 0.000000000E+00, 9.322146674E-02
      4032,-3.738585722E-03,-9.426731974E-03, 0.000000000E+00, 5.438600713E-02
      4033, 2.192950188E-02,-9.424528748E-03, 0.000000000E+00, 4.287548504E-01
      4034,-3.466302918E-03,-9.423696811E-03, 0.000000000E+00, 1.643648901E-02
      4035, 3.443198240E-03,-9.407890099E-03, 0.000000000E+00, 3.775098717E-03
      4036,-3.458430547E-03,-9.402295961E-03, 0.000000000E+00, 7.667484481E-03
      4037, 3.708502375E-03,-9.395985815E-03, 0.000000000E+00, 1.864849115E-02
      4038, 4.263099749E-03,-9.394269056E-03, 0.000000000E+00, 5.295130660E-02
      4039, 3.436678021E-03,-9.390074395E-03, 0.000000000E+00, 0.000000000E+00
      4040,-3.723947374E-03,-9.389832708E-03, 0.000000000E+00, 3.955305182E-02
