nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,velocity-magnitude
       224,-9.429058190E-02,-1.017429337E-01, 0.000000000E+00, 1.000098968E+00
       225,-3.480609244E-02,-1.014701904E-01, 0.000000000E+00, 1.002751138E+00
       226,-4.080653315E-02,-1.014679666E-01, 0.000000000E+00, 1.002310723E+00
       227, 1.104405014E-01,-1.014643883E-01, 0.000000000E+00, 1.007406033E+00
       228, 1.164773085E-01,-1.014633098E-01, 0.000000000E+00, 1.007339500E+00
       229,-4.679567497E-02,-1.014589885E-01, 0.000000000E+00, 1.001897297E+00
       230,-2.878726107E-02,-1.014576132E-01, 0.000000000E+00, 1.003263169E+00
       231, 1.043912254E-01,-1.014541343E-01, 0.000000000E+00, 1.007479160E+00
       232, 1.225158278E-01,-1.014525197E-01, 0.000000000E+00, 1.007275887E+00
       233, 4.990122656E-02,-1.014493274E-01, 0.000000000E+00, 1.007929323E+00
       234, 5.595655138E-02,-1.014477257E-01, 0.000000000E+00, 1.007944957E+00
       235,-5.277437056E-02,-1.014412407E-01, 0.000000000E+00, 1.001513079E+00
       236, 1.285547979E-01,-1.014387141E-01, 0.000000000E+00, 1.007215590E+00
       237,-2.274921610E-02,-1.014283544E-01, 0.000000000E+00, 1.003788494E+00
       238, 4.383806381E-02,-1.014284546E-01, 0.000000000E+00, 1.007875770E+00
       239, 6.199762306E-02,-1.014282532E-01, 0.000000000E+00, 1.007930936E+00
       240, 9.832422505E-02,-1.014279409E-01, 0.000000000E+00, 1.007552123E+00
       241, 1.356498789E-02,-1.014263067E-01, 0.000000000E+00, 1.006771617E+00
       242, 7.502894155E-03,-1.014244920E-01, 0.000000000E+00, 1.006366497E+00
       243, 1.345843715E-01,-1.014245005E-01, 0.000000000E+00, 1.007160909E+00
       244, 1.888619958E-01,-1.014219417E-01, 0.000000000E+00, 1.006819315E+00
       245,-5.876086542E-02,-1.014150782E-01, 0.000000000E+00, 1.001185278E+00
       246, 1.406077383E-01,-1.014147471E-01, 0.000000000E+00, 1.007110956E+00
       247, 1.963296498E-02,-1.014080128E-01, 0.000000000E+00, 1.007124932E+00
       248, 1.466350820E-01,-1.014071069E-01, 0.000000000E+00, 1.007064627E+00
       249, 6.804040152E-02,-1.014024567E-01, 0.000000000E+00, 1.007895062E+00
       250, 1.440579071E-03,-1.014019646E-01, 0.000000000E+00, 1.005918730E+00
       251, 3.777869416E-02,-1.013956175E-01, 0.000000000E+00, 1.007774715E+00
       252,-1.670079236E-02,-1.013938528E-01, 0.000000000E+00, 1.004347706E+00
       253, 1.526791821E-01,-1.013934636E-01, 0.000000000E+00, 1.007022210E+00
       254, 9.225861558E-02,-1.013907803E-01, 0.000000000E+00, 1.007628892E+00
       255, 2.569211241E-02,-1.013831283E-01, 0.000000000E+00, 1.007404389E+00
       256,-4.614280327E-03,-1.013786881E-01, 0.000000000E+00, 1.005418270E+00
       257, 3.173752136E-02,-1.013766567E-01, 0.000000000E+00, 1.007620188E+00
       258, 7.409188034E-02,-1.013757299E-01, 0.000000000E+00, 1.007839440E+00
       259,-1.065954730E-02,-1.013730021E-01, 0.000000000E+00, 1.004892273E+00
       260, 8.620381496E-02,-1.013633579E-01, 0.000000000E+00, 1.007706932E+00
       261, 8.015005905E-02,-1.013608612E-01, 0.000000000E+00, 1.007776550E+00
       262, 1.587398171E-01,-1.013556463E-01, 0.000000000E+00, 1.006982343E+00
       263,-6.477371824E-02,-1.013551101E-01, 0.000000000E+00, 1.000895754E+00
       264, 1.648189005E-01,-1.012942055E-01, 0.000000000E+00, 1.006945500E+00
       265,-7.083626998E-02,-1.012444337E-01, 0.000000000E+00, 1.000659596E+00
       266, 1.708742410E-01,-1.012385632E-01, 0.000000000E+00, 1.006911133E+00
       267,-8.872777788E-02,-1.012269762E-01, 0.000000000E+00, 1.000183011E+00
       268, 1.830105372E-01,-1.011931439E-01, 0.000000000E+00, 1.006849553E+00
       269, 1.769722312E-01,-1.011700926E-01, 0.000000000E+00, 1.006879719E+00
       270,-1.099982910E-01,-1.011594734E-01, 0.000000000E+00, 1.000000000E+00
       271,-1.095451746E-01,-1.011594734E-01, 0.000000000E+00, 1.000002429E+00
       272,-7.693308365E-02,-1.010740228E-01, 0.000000000E+00, 1.000462619E+00
       273, 2.085834854E-01,-1.010308037E-01, 0.000000000E+00, 1.006741868E+00
       274, 2.099982910E-01,-1.010308037E-01, 0.000000000E+00, 1.006735183E+00
       275,-8.292854160E-02,-1.010055071E-01, 0.000000000E+00, 1.000301336E+00
       276, 1.994442788E-01,-9.989181351E-02, 0.000000000E+00, 1.006788092E+00
       277, 2.022264771E-01,-9.980446792E-02, 0.000000000E+00, 1.006774831E+00
       278,-9.983798360E-02,-9.928466194E-02, 0.000000000E+00, 1.000042843E+00
       279,-1.044568002E-01,-9.829967502E-02, 0.000000000E+00, 1.000013614E+00
       280, 1.043997191E-01,-9.826669389E-02, 0.000000000E+00, 1.007520656E+00
       281, 1.104400435E-01,-9.825825472E-02, 0.000000000E+00, 1.007447886E+00
       282, 4.990671265E-02,-9.825590125E-02, 0.000000000E+00, 1.008019295E+00
       283, 1.164732812E-01,-9.824975450E-02, 0.000000000E+00, 1.007376826E+00
       284,-9.474898715E-02,-9.824535360E-02, 0.000000000E+00, 1.000095414E+00
       285, 1.225058109E-01,-9.824050047E-02, 0.000000000E+00, 1.007313161E+00
       286,-2.879910500E-02,-9.823381917E-02, 0.000000000E+00, 1.003266942E+00
       287,-3.480417886E-02,-9.823307184E-02, 0.000000000E+00, 1.002753312E+00
       288, 9.835250909E-02,-9.822836400E-02, 0.000000000E+00, 1.007597700E+00
       289, 5.594170268E-02,-9.822726437E-02, 0.000000000E+00, 1.008030614E+00
       290, 4.386296015E-02,-9.821829685E-02, 0.000000000E+00, 1.007977188E+00
       291, 1.355988234E-02,-9.821790578E-02, 0.000000000E+00, 1.006891006E+00
       292,-4.079877874E-02,-9.821556991E-02, 0.000000000E+00, 1.002302846E+00
       293, 7.513249596E-03,-9.820634397E-02, 0.000000000E+00, 1.006472327E+00
       294, 1.285395899E-01,-9.820323603E-02, 0.000000000E+00, 1.007253038E+00
       295,-2.277372944E-02,-9.819987977E-02, 0.000000000E+00, 1.003809904E+00
       296, 1.960963052E-02,-9.817959532E-02, 0.000000000E+00, 1.007247486E+00
       297,-4.678081536E-02,-9.817665674E-02, 0.000000000E+00, 1.001887907E+00
       298, 6.197898086E-02,-9.817260156E-02, 0.000000000E+00, 1.008008969E+00
       299, 1.464312138E-03,-9.815901658E-02, 0.000000000E+00, 1.006009896E+00
       300, 1.345720561E-01,-9.815416237E-02, 0.000000000E+00, 1.007200071E+00
       301,-5.276001112E-02,-9.814046061E-02, 0.000000000E+00, 1.001497753E+00
       302, 1.466332813E-01,-9.813407168E-02, 0.000000000E+00, 1.007102413E+00
       303, 1.943056462E-01,-9.813174880E-02, 0.000000000E+00, 1.006830377E+00
       304, 1.526638656E-01,-9.812754916E-02, 0.000000000E+00, 1.007059451E+00
       305, 1.406020108E-01,-9.812705525E-02, 0.000000000E+00, 1.007151091E+00
       306, 6.802056174E-02,-9.812491202E-02, 0.000000000E+00, 1.007967502E+00
       307, 9.229171138E-02,-9.812355145E-02, 0.000000000E+00, 1.007674452E+00
       308, 3.780938886E-02,-9.811547134E-02, 0.000000000E+00, 1.007888038E+00
       309,-1.672919402E-02,-9.811291614E-02, 0.000000000E+00, 1.004390872E+00
       310,-5.873519040E-02,-9.810559457E-02, 0.000000000E+00, 1.001171755E+00
       311, 2.567216690E-02,-9.809635681E-02, 0.000000000E+00, 1.007531625E+00
       312, 7.407608095E-02,-9.809329214E-02, 0.000000000E+00, 1.007903095E+00
       313,-4.597278921E-03,-9.808570233E-02, 0.000000000E+00, 1.005500643E+00
       314, 1.587045020E-01,-9.808042857E-02, 0.000000000E+00, 1.007019689E+00
       315,-1.066452901E-02,-9.805392249E-02, 0.000000000E+00, 1.004954724E+00
       316,-6.472177198E-02,-9.805338549E-02, 0.000000000E+00, 1.000890338E+00
       317, 3.174098188E-02,-9.805195559E-02, 0.000000000E+00, 1.007738407E+00
       318, 8.014203413E-02,-9.805055255E-02, 0.000000000E+00, 1.007835825E+00
       319, 8.621711016E-02,-9.804219412E-02, 0.000000000E+00, 1.007761891E+00
       320, 1.647579603E-01,-9.796084950E-02, 0.000000000E+00, 1.006985225E+00
       321, 1.890836765E-01,-9.793306795E-02, 0.000000000E+00, 1.006859005E+00
