nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,velocity-magnitude,      x-velocity,      y-velocity,      z-velocity
      2202,-7.650811907E-03,-3.374277512E-02, 0.000000000E+00, 1.013609430E+00, 1.012695035E+00,-4.264033538E-02, 0.000000000E+00
      2203, 1.908947617E-02,-3.373693940E-02, 0.000000000E+00, 1.030105156E+00, 1.030088336E+00,-5.446350189E-03, 0.000000000E+00
      2204, 1.267027381E-01,-3.373601707E-02, 0.000000000E+00, 9.864630076E-01, 9.864553367E-01, 3.838754040E-03, 0.000000000E+00
      2205, 1.879794446E-01,-3.373290681E-02, 0.000000000E+00, 9.786261650E-01, 9.786219596E-01, 2.834851227E-03, 0.000000000E+00
      2206, 1.469432422E-01,-3.372456283E-02, 0.000000000E+00, 9.830498862E-01, 9.830437874E-01, 3.415738718E-03, 0.000000000E+00
      2207, 4.466590896E-03,-3.371285032E-02, 0.000000000E+00, 1.030660180E+00, 1.030234873E+00,-2.936984785E-02, 0.000000000E+00
      2208, 9.280092665E-02,-3.370679031E-02, 0.000000000E+00, 9.941184938E-01, 9.941057834E-01, 4.994741596E-03, 0.000000000E+00
      2209, 1.118062356E-01,-3.368948032E-02, 0.000000000E+00, 9.894261605E-01, 9.894167719E-01, 4.254459137E-03, 0.000000000E+00
      2210,-1.099982910E-01,-3.363874626E-02, 0.000000000E+00, 1.000000000E+00, 1.000000000E+00, 0.000000000E+00,-3.353686834E-15
      2211,-1.084009647E-01,-3.363874626E-02, 0.000000000E+00, 9.999862730E-01, 9.999862575E-01,-1.428835474E-04, 0.000000000E+00
      2212, 1.811257059E-01,-3.363519283E-02, 0.000000000E+00, 9.789323325E-01, 9.789278465E-01, 2.928271751E-03, 0.000000000E+00
      2213,-7.955435837E-02,-3.363390306E-02, 0.000000000E+00, 9.987098561E-01, 9.987071623E-01,-2.305500723E-03, 0.000000000E+00
      2214,-1.139907312E-02,-3.362237183E-02, 0.000000000E+00, 1.007207932E+00, 1.006302000E+00,-4.242671640E-02, 0.000000000E+00
      2215, 1.443056546E-01,-3.361478048E-02, 0.000000000E+00, 9.831991247E-01, 9.831927590E-01, 3.492000063E-03, 0.000000000E+00
      2216, 1.779419195E-01,-3.360719915E-02, 0.000000000E+00, 9.789608617E-01, 9.789561740E-01, 2.994945306E-03, 0.000000000E+00
      2217, 9.667307924E-02,-3.359767559E-02, 0.000000000E+00, 9.920335845E-01, 9.920210696E-01, 4.937392673E-03, 0.000000000E+00
      2218,-9.845261302E-02,-3.358510884E-02, 0.000000000E+00, 9.998086276E-01, 9.998083589E-01,-7.158158498E-04, 0.000000000E+00
      2219,-3.878457412E-03,-3.358297152E-02, 0.000000000E+00, 1.020492015E+00, 1.019628304E+00,-4.161441466E-02, 0.000000000E+00
      2220, 1.163641926E-01,-3.358189372E-02, 0.000000000E+00, 9.880828562E-01, 9.880739116E-01, 4.156215018E-03, 0.000000000E+00
      2221, 3.749512695E-02,-3.357486195E-02, 0.000000000E+00, 1.015786177E+00, 1.015762077E+00, 6.857702340E-03, 0.000000000E+00
      2222,-1.015168534E-01,-3.356626894E-02, 0.000000000E+00, 9.998977682E-01, 9.998976311E-01,-5.025854577E-04, 0.000000000E+00
      2223, 5.746824389E-02,-3.355522962E-02, 0.000000000E+00, 1.004660831E+00, 1.004633467E+00, 7.344752111E-03, 0.000000000E+00
      2224,-8.877832021E-02,-3.354945999E-02, 0.000000000E+00, 9.993850500E-01, 9.993840283E-01,-1.414706389E-03, 0.000000000E+00
      2225,-8.218391490E-02,-3.354393561E-02, 0.000000000E+00, 9.989607665E-01, 9.989587804E-01,-1.981154560E-03, 0.000000000E+00
      2226, 1.297085562E-01,-3.351780228E-02, 0.000000000E+00, 9.847269512E-01, 9.847191729E-01, 3.862615074E-03, 0.000000000E+00
      2227,-9.168333129E-02,-3.350513432E-02, 0.000000000E+00, 9.995547518E-01, 9.995540620E-01,-1.162547631E-03, 0.000000000E+00
      2228, 1.711017541E-01,-3.349885522E-02, 0.000000000E+00, 9.787913321E-01, 9.787862433E-01, 3.115433157E-03, 0.000000000E+00
      2229, 1.678712057E-01,-3.343556563E-02, 0.000000000E+00, 9.793060530E-01, 9.793008924E-01, 3.138736537E-03, 0.000000000E+00
      2230, 1.384141503E-01,-3.341534360E-02, 0.000000000E+00, 9.835474983E-01, 9.835405871E-01, 3.646619780E-03, 0.000000000E+00
      2231, 1.355174106E-01,-3.335576520E-02, 0.000000000E+00, 9.837310732E-01, 9.837238686E-01, 3.725451153E-03, 0.000000000E+00
      2232, 1.608307187E-01,-3.332699930E-02, 0.000000000E+00, 9.795169368E-01, 9.795112847E-01, 3.272997573E-03, 0.000000000E+00
      2233,-5.067858992E-02,-3.328871131E-02, 0.000000000E+00, 9.942801293E-01, 9.942399366E-01,-8.906760972E-03, 0.000000000E+00
      2234, 1.008104745E-01,-3.328054792E-02, 0.000000000E+00, 9.901293060E-01, 9.901171873E-01, 4.853462098E-03, 0.000000000E+00
      2235, 7.388100744E-02,-3.327154001E-02, 0.000000000E+00, 9.973832418E-01, 9.973622196E-01, 6.404425766E-03, 0.000000000E+00
      2236, 8.244879163E-02,-3.324087672E-02, 0.000000000E+00, 9.947615574E-01, 9.947441687E-01, 5.832309773E-03, 0.000000000E+00
      2237,-2.450923407E-02,-3.321409612E-02, 0.000000000E+00, 9.928966505E-01, 9.924172203E-01,-3.076308605E-02, 0.000000000E+00
      2238, 3.159999169E-02,-3.314438230E-02, 0.000000000E+00, 1.020109618E+00, 1.020093126E+00, 5.495216403E-03, 0.000000000E+00
      2239,-3.921755811E-02,-3.312559241E-02, 0.000000000E+00, 9.919103392E-01, 9.917900061E-01,-1.538206091E-02, 0.000000000E+00
      2240,-1.509467024E-02,-3.307791825E-02, 0.000000000E+00, 1.001374671E+00, 1.000497808E+00,-4.166185333E-02, 0.000000000E+00
      2241, 2.319140098E-02,-3.306791515E-02, 0.000000000E+00, 1.027147970E+00, 1.027145900E+00,-4.787749957E-04, 0.000000000E+00
      2242, 1.580492168E-01,-3.298109129E-02, 0.000000000E+00, 9.774874813E-01, 9.774811354E-01, 3.468947141E-03, 0.000000000E+00
      2243,-2.779209820E-02,-3.296813935E-02, 0.000000000E+00, 9.913493491E-01, 9.909748939E-01,-2.717109687E-02, 0.000000000E+00
      2244,-5.308760081E-02,-3.296755751E-02, 0.000000000E+00, 9.946970072E-01, 9.946652581E-01,-7.918841931E-03, 0.000000000E+00
      2245, 6.334070442E-02,-3.295365250E-02, 0.000000000E+00, 1.000320716E+00, 1.000292548E+00, 7.408609251E-03, 0.000000000E+00
      2246, 1.051557262E-01,-3.295353329E-02, 0.000000000E+00, 9.880654153E-01, 9.880535337E-01, 4.797659130E-03, 0.000000000E+00
      2247, 1.537503035E-02,-3.294212390E-02, 0.000000000E+00, 1.033155841E+00, 1.033110393E+00,-9.493907306E-03, 0.000000000E+00
      2248, 4.927495439E-02,-3.292875615E-02, 0.000000000E+00, 1.007190125E+00, 1.007155393E+00, 8.247264832E-03, 0.000000000E+00
      2249, 4.549706949E-02,-3.289768285E-02, 0.000000000E+00, 1.009336940E+00, 1.009301494E+00, 8.327580708E-03, 0.000000000E+00
      2250, 8.502082295E-03,-3.288348685E-02, 0.000000000E+00, 1.035110691E+00, 1.034832190E+00,-2.367647502E-02, 0.000000000E+00
      2251, 3.551082254E-05,-3.285756676E-02, 0.000000000E+00, 1.027752221E+00, 1.026988059E+00,-3.930399440E-02, 0.000000000E+00
      2252, 9.953525706E-03,-3.278940914E-02, 0.000000000E+00, 1.035187407E+00, 1.035002964E+00,-1.930330501E-02, 0.000000000E+00
      2253,-9.492160948E-03,-3.276361937E-02, 0.000000000E+00, 1.010541858E+00, 1.009461219E+00,-4.642829872E-02, 0.000000000E+00
      2254, 7.176212178E-02,-3.274542011E-02, 0.000000000E+00, 9.965741523E-01, 9.965500178E-01, 6.869205795E-03, 0.000000000E+00
      2255,-5.835894992E-03,-3.273070561E-02, 0.000000000E+00, 1.017740321E+00, 1.016673454E+00,-4.625081731E-02, 0.000000000E+00
      2256, 1.414820140E-02,-3.272783696E-02, 0.000000000E+00, 1.034186813E+00, 1.034108534E+00,-1.247969095E-02, 0.000000000E+00
      2257,-5.818600315E-02,-3.265084671E-02, 0.000000000E+00, 9.955979127E-01, 9.955781816E-01,-6.245248769E-03, 0.000000000E+00
      2258, 8.841633032E-02,-3.262033040E-02, 0.000000000E+00, 9.913285931E-01, 9.913117704E-01, 5.710477216E-03, 0.000000000E+00
      2259,-4.180660691E-02,-3.261589673E-02, 0.000000000E+00, 9.919962483E-01, 9.919002669E-01,-1.373955961E-02, 0.000000000E+00
      2260, 3.380469978E-02,-3.260821192E-02, 0.000000000E+00, 1.017944689E+00, 1.017920271E+00, 6.857283298E-03, 0.000000000E+00
      2261, 1.096768276E-01,-3.258504560E-02, 0.000000000E+00, 9.858373296E-01, 9.858256071E-01, 4.757767912E-03, 0.000000000E+00
      2262, 1.181868957E-01,-3.248471142E-02, 0.000000000E+00, 9.832517769E-01, 9.832413490E-01, 4.489621594E-03, 0.000000000E+00
      2263, 6.130932906E-02,-3.241409894E-02, 0.000000000E+00, 9.998405182E-01, 9.998085481E-01, 7.912378175E-03, 0.000000000E+00
      2264, 4.169900395E-02,-3.241360671E-02, 0.000000000E+00, 1.011088908E+00, 1.011050823E+00, 8.633695917E-03, 0.000000000E+00
      2265, 5.304629519E-02,-3.238280218E-02, 0.000000000E+00, 1.003690992E+00, 1.003653633E+00, 8.542010689E-03, 0.000000000E+00
      2266, 1.140829530E-01,-3.238275297E-02, 0.000000000E+00, 9.838730224E-01, 9.838617538E-01, 4.661010718E-03, 0.000000000E+00
      2267,-6.074636715E-02,-3.237773905E-02, 0.000000000E+00, 9.960412594E-01, 9.960257396E-01,-5.540343470E-03, 0.000000000E+00
      2268,-1.308774909E-02,-3.235740408E-02, 0.000000000E+00, 1.003917404E+00, 1.002887048E+00,-4.525121293E-02, 0.000000000E+00
      2269,-2.587924471E-02,-3.231172670E-02, 0.000000000E+00, 9.912552129E-01, 9.908003369E-01,-2.994073930E-02, 0.000000000E+00
      2270,-3.180746290E-02,-3.216887558E-02, 0.000000000E+00, 9.906048103E-01, 9.903479580E-01,-2.248400028E-02, 0.000000000E+00
      2271,-2.010290688E-03,-3.214723082E-02, 0.000000000E+00, 1.025397642E+00, 1.024428581E+00,-4.428229433E-02, 0.000000000E+00
      2272,-3.465069544E-02,-3.212490826E-02, 0.000000000E+00, 9.908729480E-01, 9.906677705E-01,-2.003627631E-02, 0.000000000E+00
      2273, 8.639162693E-02,-3.209237898E-02, 0.000000000E+00, 9.899354210E-01, 9.899163165E-01, 6.090184380E-03, 0.000000000E+00
      2274, 7.779736494E-02,-3.204505445E-02, 0.000000000E+00, 9.922504958E-01, 9.922270371E-01, 6.752694225E-03, 0.000000000E+00
      2275, 4.740078384E-02,-3.190400858E-02, 0.000000000E+00, 1.005900657E+00, 1.005857010E+00, 9.258575756E-03, 0.000000000E+00
      2276,-6.623230995E-02,-3.188790632E-02, 0.000000000E+00, 9.969074195E-01, 9.968981847E-01,-4.268958402E-03, 0.000000000E+00
      2277,-2.180304460E-02,-3.188772018E-02, 0.000000000E+00, 9.935538616E-01, 9.928907568E-01,-3.614577447E-02, 0.000000000E+00
      2278, 1.921922540E-02,-3.181327316E-02, 0.000000000E+00, 1.031951758E+00, 1.031941441E+00,-4.116673638E-03, 0.000000000E+00
      2279, 2.765642519E-02,-3.181150769E-02, 0.000000000E+00, 1.023093962E+00, 1.023079819E+00, 4.807132582E-03, 0.000000000E+00
      2280,-4.661974961E-02,-3.178570578E-02, 0.000000000E+00, 9.926948298E-01, 9.926348215E-01,-1.087087807E-02, 0.000000000E+00
      2281, 3.885661534E-03,-3.176062009E-02, 0.000000000E+00, 1.034606205E+00, 1.034002556E+00,-3.496511864E-02, 0.000000000E+00
      2282,-1.809149264E-02,-3.175334164E-02, 0.000000000E+00, 9.960825983E-01, 9.952588982E-01,-4.030251142E-02, 0.000000000E+00
      2283, 6.716168380E-02,-3.170016318E-02, 0.000000000E+00, 9.951498404E-01, 9.951181034E-01, 7.856686154E-03, 0.000000000E+00
      2284,-2.265392477E-02,-3.168213563E-02, 0.000000000E+00, 9.919454467E-01, 9.913322370E-01,-3.470515607E-02, 0.000000000E+00
      2285, 3.800441307E-02,-3.166353873E-02, 0.000000000E+00, 1.012814330E+00, 1.012772795E+00, 9.021117227E-03, 0.000000000E+00
      2286, 5.121304314E-02,-3.163124347E-02, 0.000000000E+00, 1.002746707E+00, 1.002702259E+00, 9.334097861E-03, 0.000000000E+00
      2287, 1.230140980E-01,-3.162898330E-02, 0.000000000E+00, 9.790607855E-01, 9.790497200E-01, 4.600369611E-03, 0.000000000E+00
      2288,-6.890109308E-02,-3.162755630E-02, 0.000000000E+00, 9.973019880E-01, 9.972949565E-01,-3.730459376E-03, 0.000000000E+00
      2289, 9.236918851E-02,-3.161327055E-02, 0.000000000E+00, 9.858621392E-01, 9.858435292E-01, 5.987993248E-03, 0.000000000E+00
      2290, 1.251783751E-01,-3.161158162E-02, 0.000000000E+00, 9.780006846E-01, 9.779897705E-01, 4.564945582E-03, 0.000000000E+00
      2291, 4.368932215E-02,-3.158682688E-02, 0.000000000E+00, 1.008011742E+00, 1.007965728E+00, 9.508318374E-03, 0.000000000E+00
      2292,-3.794543818E-02,-3.156775553E-02, 0.000000000E+00, 9.902591987E-01, 9.901106051E-01,-1.709582948E-02, 0.000000000E+00
      2293, 2.285020924E-02,-3.151387088E-02, 0.000000000E+00, 1.028495735E+00, 1.028492785E+00, 9.298161655E-04, 0.000000000E+00
      2294, 7.564184802E-02,-3.150112939E-02, 0.000000000E+00, 9.911496057E-01, 9.911227469E-01, 7.232651490E-03, 0.000000000E+00
      2295,-3.522674357E-02,-3.149974619E-02, 0.000000000E+00, 9.895737014E-01, 9.893774529E-01,-1.956512830E-02, 0.000000000E+00
      2296,-1.679959710E-02,-3.145242409E-02, 0.000000000E+00, 9.977552391E-01, 9.967804847E-01,-4.389620481E-02, 0.000000000E+00
      2297, 3.010899772E-02,-3.138842700E-02, 0.000000000E+00, 1.020500603E+00, 1.020477085E+00, 6.638470922E-03, 0.000000000E+00
      2298, 5.684397040E-02,-3.136537150E-02, 0.000000000E+00, 9.987791085E-01, 9.987372808E-01, 9.023191119E-03, 0.000000000E+00
      2299,-4.915213877E-02,-3.134783669E-02, 0.000000000E+00, 9.931369676E-01, 9.930895958E-01,-9.667659952E-03, 0.000000000E+00
      2300, 1.517321146E-01,-3.129329386E-02, 0.000000000E+00, 9.733620375E-01, 9.733541634E-01, 3.873834496E-03, 0.000000000E+00
      2301, 1.707415801E-03,-3.120767816E-02, 0.000000000E+00, 1.033154713E+00, 1.032343481E+00,-4.064999289E-02, 0.000000000E+00
      2302, 6.511664289E-02,-3.118933297E-02, 0.000000000E+00, 9.942639937E-01, 9.942275438E-01, 8.425682422E-03, 0.000000000E+00
      2303,-2.901024320E-02,-3.109338905E-02, 0.000000000E+00, 9.893173113E-01, 9.889344640E-01,-2.743646740E-02, 0.000000000E+00
      2304, 1.487270484E-01,-3.104869832E-02, 0.000000000E+00, 9.728800607E-01, 9.728716613E-01, 4.004464872E-03, 0.000000000E+00
      2305, 9.646608504E-02,-3.099995606E-02, 0.000000000E+00, 9.828816111E-01, 9.828631061E-01, 5.967153912E-03, 0.000000000E+00
      2306, 4.007182678E-02,-3.098048275E-02, 0.000000000E+00, 1.009871344E+00, 1.009821270E+00, 9.930968337E-03, 0.000000000E+00
      2307, 1.699494356E-02,-3.096699035E-02, 0.000000000E+00, 1.034240163E+00, 1.034214705E+00,-6.702259893E-03, 0.000000000E+00
      2308, 1.427889337E-01,-3.092868501E-02, 0.000000000E+00, 9.729801603E-01, 9.729709202E-01, 4.198238913E-03, 0.000000000E+00
      2309,-7.492901254E-02,-3.092307081E-02, 0.000000000E+00, 9.980198475E-01, 9.980157826E-01,-2.831352406E-03, 0.000000000E+00
      2310, 9.029157093E-02,-3.091732295E-02, 0.000000000E+00, 9.836276552E-01, 9.836060847E-01, 6.455295680E-03, 0.000000000E+00
      2311, 1.399767906E-01,-3.084288233E-02, 0.000000000E+00, 9.735315180E-01, 9.735220266E-01, 4.257713000E-03, 0.000000000E+00
      2312, 8.173407185E-02,-3.084152969E-02, 0.000000000E+00, 9.857761373E-01, 9.857498846E-01, 7.103831389E-03, 0.000000000E+00
      2313, 2.054681617E-02,-3.080329227E-02, 0.000000000E+00, 1.031124832E+00, 1.031121329E+00,-8.594535164E-04, 0.000000000E+00
      2314, 2.065101719E-01,-3.079450335E-02, 0.000000000E+00, 9.675586374E-01, 9.675537031E-01, 3.069879871E-03, 0.000000000E+00
      2315, 2.031939061E-01,-3.079074026E-02, 0.000000000E+00, 9.676552507E-01, 9.676502083E-01, 3.099835630E-03, 0.000000000E+00
      2316,-3.064472937E-02,-3.076292235E-02, 0.000000000E+00, 9.888358756E-01, 9.885107158E-01,-2.524168769E-02, 0.000000000E+00
      2317, 5.496516365E-02,-3.076254227E-02, 0.000000000E+00, 9.978634545E-01, 9.978148833E-01, 9.739258991E-03, 0.000000000E+00
      2318,-7.749589518E-02,-3.075165617E-02, 0.000000000E+00, 9.983578222E-01, 9.983548232E-01,-2.434111232E-03, 0.000000000E+00
      2319, 1.962657904E-01,-3.074104803E-02, 0.000000000E+00, 9.675563343E-01, 9.675508844E-01, 3.222329963E-03, 0.000000000E+00
      2320, 1.930399224E-01,-3.072884904E-02, 0.000000000E+00, 9.675438472E-01, 9.675381641E-01, 3.292394339E-03, 0.000000000E+00
      2321, 1.006137843E-01,-3.067598130E-02, 0.000000000E+00, 9.803035686E-01, 9.802856387E-01, 5.867081016E-03, 0.000000000E+00
      2322, 1.861625980E-01,-3.066287389E-02, 0.000000000E+00, 9.680874938E-01, 9.680815375E-01, 3.365313394E-03, 0.000000000E+00
      2323, 1.829861784E-01,-3.063753721E-02, 0.000000000E+00, 9.681548561E-01, 9.681487204E-01, 3.416474155E-03, 0.000000000E+00
      2324,-5.413886134E-02,-3.061476684E-02, 0.000000000E+00, 9.941512501E-01, 9.941219960E-01,-7.593397687E-03, 0.000000000E+00
      2325,-8.400562476E-02,-3.057635876E-02, 0.000000000E+00, 9.989478593E-01, 9.989462462E-01,-1.781738448E-03, 0.000000000E+00
      2326,-1.033762601E-01,-3.055046595E-02, 0.000000000E+00, 9.999216585E-01, 9.999215752E-01,-3.829526349E-04, 0.000000000E+00
      2327, 1.761504682E-01,-3.054954617E-02, 0.000000000E+00, 9.682217413E-01, 9.682151185E-01, 3.551526833E-03, 0.000000000E+00
      2328,-1.065406178E-01,-3.054007037E-02, 0.000000000E+00, 9.999752901E-01, 9.999752668E-01,-1.870109721E-04, 0.000000000E+00
      2329,-1.991845452E-02,-3.053856860E-02, 0.000000000E+00, 9.931543926E-01, 9.923106999E-01,-4.076418003E-02, 0.000000000E+00
      2330,-1.289602537E-02,-3.053153346E-02, 0.000000000E+00, 1.003131369E+00, 1.001765141E+00,-5.207533399E-02, 0.000000000E+00
      2331,-9.352651497E-02,-3.052796607E-02, 0.000000000E+00, 9.995825975E-01, 9.995820814E-01,-1.003337142E-03, 0.000000000E+00
      2332,-8.680774587E-02,-3.049331848E-02, 0.000000000E+00, 9.991960856E-01, 9.991949484E-01,-1.494286962E-03, 0.000000000E+00
      2333, 1.729935828E-01,-3.049326628E-02, 0.000000000E+00, 9.680281055E-01, 9.680211873E-01, 3.630559834E-03, 0.000000000E+00
      2334,-9.654073727E-02,-3.049234614E-02, 0.000000000E+00, 9.997228503E-01, 9.997225267E-01,-7.900090289E-04, 0.000000000E+00
      2335, 1.324674659E-02,-3.049202133E-02, 0.000000000E+00, 1.038186549E+00, 1.038095582E+00,-1.348824984E-02, 0.000000000E+00
      2336, 1.311986314E-01,-3.048162907E-02, 0.000000000E+00, 9.734331481E-01, 9.734219614E-01, 4.612681327E-03, 0.000000000E+00
      2337, 1.339547129E-01,-3.048005970E-02, 0.000000000E+00, 9.731636528E-01, 9.731529906E-01, 4.498263551E-03, 0.000000000E+00
      2338, 7.100906636E-02,-3.043024567E-02, 0.000000000E+00, 9.878208776E-01, 9.877844349E-01, 8.383649192E-03, 0.000000000E+00
      2339, 1.661387349E-01,-3.038209820E-02, 0.000000000E+00, 9.678438393E-01, 9.678363641E-01, 3.762305559E-03, 0.000000000E+00
      2340,-2.570203708E-02,-3.037535590E-02, 0.000000000E+00, 9.891196703E-01, 9.885848948E-01,-3.243170353E-02, 0.000000000E+00
      2341,-4.261895031E-02,-3.036252184E-02, 0.000000000E+00, 9.907247798E-01, 9.906304620E-01,-1.360866456E-02, 0.000000000E+00
      2342, 1.049517048E-01,-3.035475175E-02, 0.000000000E+00, 9.774019717E-01, 9.773843366E-01, 5.811126248E-03, 0.000000000E+00
      2343, 3.444284634E-02,-3.032158008E-02, 0.000000000E+00, 1.013679488E+00, 1.013628384E+00, 9.836727168E-03, 0.000000000E+00
      2344,-5.651417618E-02,-3.030494692E-02, 0.000000000E+00, 9.946885712E-01, 9.946658957E-01,-6.692011747E-03, 0.000000000E+00
      2345, 1.136180513E-02,-3.030165442E-02, 0.000000000E+00, 1.039351878E+00, 1.039188883E+00,-1.802542693E-02, 0.000000000E+00
      2346, 7.956898157E-02,-3.028208987E-02, 0.000000000E+00, 9.840328657E-01, 9.840025926E-01, 7.644330057E-03, 0.000000000E+00
      2347, 7.205852707E-03,-3.025766318E-02, 0.000000000E+00, 1.040490424E+00, 1.040078908E+00,-2.889362134E-02, 0.000000000E+00
      2348, 1.631209549E-01,-3.020780322E-02, 0.000000000E+00, 9.677087731E-01, 9.677008986E-01, 3.861903388E-03, 0.000000000E+00
      2349, 6.059767959E-02,-3.017938647E-02, 0.000000000E+00, 9.915200884E-01, 9.914709444E-01, 9.737936536E-03, 0.000000000E+00
      2350,-5.938390088E-03,-3.016333798E-02, 0.000000000E+00, 1.019201760E+00, 1.017664490E+00,-5.545658069E-02, 0.000000000E+00
      2351,-6.180293357E-02,-3.009628676E-02, 0.000000000E+00, 9.957853969E-01, 9.957718088E-01,-5.176704573E-03, 0.000000000E+00
      2352, 9.426951706E-02,-3.008836982E-02, 0.000000000E+00, 9.785818185E-01, 9.785592726E-01, 6.584313932E-03, 0.000000000E+00
      2353, 5.362288242E-03,-3.006347322E-02, 0.000000000E+00, 1.040280826E+00, 1.039676455E+00,-3.508639240E-02, 0.000000000E+00
      2354, 2.640887824E-02,-3.001524959E-02, 0.000000000E+00, 1.022752304E+00, 1.022725423E+00, 6.742581796E-03, 0.000000000E+00
      2355, 1.094172657E-01,-2.999318241E-02, 0.000000000E+00, 9.742731724E-01, 9.742558990E-01, 5.748051254E-03, 0.000000000E+00
      2356,-9.498807141E-03,-2.996562807E-02, 0.000000000E+00, 1.010249217E+00, 1.008669150E+00,-5.587441938E-02, 0.000000000E+00
      2357, 6.893004502E-02,-2.992187032E-02, 0.000000000E+00, 9.867097628E-01, 9.866682145E-01, 8.968100694E-03, 0.000000000E+00
      2358,-2.385071228E-03,-2.991832174E-02, 0.000000000E+00, 1.028307303E+00, 1.026931381E+00,-5.272138972E-02, 0.000000000E+00
      2359,-4.509361119E-02,-2.988790494E-02, 0.000000000E+00, 9.912231513E-01, 9.911500875E-01,-1.197752575E-02, 0.000000000E+00
      2360, 2.433284768E-02,-2.987310586E-02, 0.000000000E+00, 1.025776068E+00, 1.025758627E+00, 4.956202992E-03, 0.000000000E+00
      2361, 3.632745129E-02,-2.985749390E-02, 0.000000000E+00, 1.010568071E+00, 1.010506839E+00, 1.089124293E-02, 0.000000000E+00
      2362,-2.376648303E-02,-2.978278789E-02, 0.000000000E+00, 9.893831570E-01, 9.887322116E-01,-3.577880538E-02, 0.000000000E+00
      2363, 4.740175444E-02,-2.974769116E-02, 0.000000000E+00, 9.990280797E-01, 9.989605507E-01, 1.147706357E-02, 0.000000000E+00
      2364,-6.456100920E-02,-2.973234136E-02, 0.000000000E+00, 9.962599753E-01, 9.962495878E-01,-4.530117553E-03, 0.000000000E+00
      2365,-1.608739341E-02,-2.972241984E-02, 0.000000000E+00, 9.962566700E-01, 9.949750585E-01,-5.025384855E-02, 0.000000000E+00
      2366, 3.074149116E-02,-2.971815176E-02, 0.000000000E+00, 1.016337265E+00, 1.016286175E+00, 9.860301165E-03, 0.000000000E+00
      2367, 1.184494892E-01,-2.970993248E-02, 0.000000000E+00, 9.716551411E-01, 9.716400254E-01, 5.367019272E-03, 0.000000000E+00
      2368, 9.840609892E-02,-2.965925921E-02, 0.000000000E+00, 9.756028671E-01, 9.755808478E-01, 6.496297410E-03, 0.000000000E+00
      2369, 8.567602514E-02,-2.965581833E-02, 0.000000000E+00, 9.793473989E-01, 9.793188758E-01, 7.388433508E-03, 0.000000000E+00
      2370, 5.866582608E-02,-2.965486978E-02, 0.000000000E+00, 9.906423980E-01, 9.905867620E-01, 1.037840621E-02, 0.000000000E+00
      2371, 4.392504242E-02,-2.950475032E-02, 0.000000000E+00, 1.001241008E+00, 1.001167872E+00, 1.193179199E-02, 0.000000000E+00
      2372, 5.087103112E-02,-2.946201614E-02, 0.000000000E+00, 9.947673691E-01, 9.946985270E-01, 1.155679728E-02, 0.000000000E+00
      2373,-1.081908030E-02,-2.942029818E-02, 0.000000000E+00, 1.006060749E+00, 1.004323725E+00,-5.864586387E-02, 0.000000000E+00
      2374,-1.424317665E-02,-2.940875914E-02, 0.000000000E+00, 9.991452692E-01, 9.976317528E-01,-5.473581741E-02, 0.000000000E+00
      2375,-2.709499814E-02,-2.940745003E-02, 0.000000000E+00, 9.877497469E-01, 9.872584474E-01,-3.100680314E-02, 0.000000000E+00
      2376, 1.650355037E-02,-2.935825942E-02, 0.000000000E+00, 1.036739719E+00, 1.036717447E+00,-6.166390796E-03, 0.000000000E+00
      2377, 1.027033039E-01,-2.927213517E-02, 0.000000000E+00, 9.725168974E-01, 9.724955024E-01, 6.393805430E-03, 0.000000000E+00
      2378, 1.147017318E-03,-2.922029952E-02, 0.000000000E+00, 1.037366417E+00, 1.036214716E+00,-4.842840039E-02, 0.000000000E+00
      2379, 1.565895823E-01,-2.920948471E-02, 0.000000000E+00, 9.639832207E-01, 9.639737270E-01, 4.234870517E-03, 0.000000000E+00
      2380,-2.000433753E-02,-2.919258675E-02, 0.000000000E+00, 9.903136085E-01, 9.892941613E-01,-4.473945841E-02, 0.000000000E+00
      2381, 1.140174059E-01,-2.919180009E-02, 0.000000000E+00, 9.709833179E-01, 9.709663041E-01, 5.678281645E-03, 0.000000000E+00
      2382, 7.490134155E-02,-2.916934679E-02, 0.000000000E+00, 9.804393941E-01, 9.803989748E-01, 8.792269853E-03, 0.000000000E+00
      2383,-7.970539957E-03,-2.914210957E-02, 0.000000000E+00, 1.014812380E+00, 1.012919623E+00,-6.151517127E-02, 0.000000000E+00
      2384,-4.245501207E-03,-2.914039663E-02, 0.000000000E+00, 1.024925474E+00, 1.023189417E+00,-5.921656168E-02, 0.000000000E+00
      2385, 3.313282891E-02,-2.910996114E-02, 0.000000000E+00, 1.011778029E+00, 1.011707827E+00, 1.164247970E-02, 0.000000000E+00
      2386, 8.354489412E-02,-2.907718368E-02, 0.000000000E+00, 9.764988893E-01, 9.764656377E-01, 7.974166078E-03, 0.000000000E+00
      2387, 4.044180607E-02,-2.907422316E-02, 0.000000000E+00, 1.003004813E+00, 1.002923984E+00, 1.253639364E-02, 0.000000000E+00
      2388,-4.999020155E-02,-2.900458692E-02, 0.000000000E+00, 9.924026870E-01, 9.923589247E-01,-9.281965628E-03, 0.000000000E+00
      2389, 1.454170763E-02,-2.897007494E-02, 0.000000000E+00, 1.039555317E+00, 1.039498924E+00,-1.010365711E-02, 0.000000000E+00
