nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,velocity-magnitude,      x-velocity,      y-velocity,      z-velocity
       614, 1.075429064E-01,-8.371961874E-02, 0.000000000E+00, 1.011184933E+00, 1.011184871E+00, 3.521089895E-04, 0.000000000E+00
       615, 9.581036327E-02,-8.370654004E-02, 0.000000000E+00, 1.011370296E+00, 1.011370247E+00, 3.105544636E-04, 0.000000000E+00
       616, 1.195623458E-01,-8.369705312E-02, 0.000000000E+00, 1.011006205E+00, 1.011006143E+00, 3.520561063E-04, 0.000000000E+00
       617, 1.642760916E-02,-8.365740384E-02, 0.000000000E+00, 1.010654422E+00, 1.010648172E+00,-3.532342933E-03, 0.000000000E+00
       618,-2.021947360E-02,-8.364341813E-02, 0.000000000E+00, 1.005496844E+00, 1.005484473E+00,-4.961928587E-03, 0.000000000E+00
       619,-2.608744784E-02,-8.363817145E-02, 0.000000000E+00, 1.004630298E+00, 1.004618781E+00,-4.780134806E-03, 0.000000000E+00
       620, 2.234153246E-02,-8.360662245E-02, 0.000000000E+00, 1.011169814E+00, 1.011165181E+00,-3.038762922E-03, 0.000000000E+00
       621, 4.127997633E-02,-8.359406398E-02, 0.000000000E+00, 1.011961991E+00, 1.011960957E+00,-1.435464588E-03, 0.000000000E+00
       622,-1.304555215E-03,-8.349688682E-02, 0.000000000E+00, 1.008496468E+00, 1.008484930E+00,-4.795304284E-03, 0.000000000E+00
       623, 5.888054872E-02,-8.348828961E-02, 0.000000000E+00, 1.011996896E+00, 1.011996796E+00,-4.397471483E-04, 0.000000000E+00
       624, 1.314323014E-01,-8.348686000E-02, 0.000000000E+00, 1.010859731E+00, 1.010859673E+00, 3.379699133E-04, 0.000000000E+00
       625, 1.053937031E-02,-8.348140305E-02, 0.000000000E+00, 1.010049083E+00, 1.010040871E+00,-4.043295025E-03, 0.000000000E+00
       626,-6.690754578E-02,-8.347620940E-02, 0.000000000E+00, 1.000819009E+00, 1.000816553E+00,-2.205885756E-03, 0.000000000E+00
       627,-4.364873898E-02,-8.345860491E-02, 0.000000000E+00, 1.002473082E+00, 1.002465748E+00,-3.814122884E-03, 0.000000000E+00
       628,-6.127377327E-02,-8.344542934E-02, 0.000000000E+00, 1.001104760E+00, 1.001101451E+00,-2.560244160E-03, 0.000000000E+00
       629,-3.193339213E-02,-8.343279572E-02, 0.000000000E+00, 1.003829200E+00, 1.003818852E+00,-4.530410869E-03, 0.000000000E+00
       630, 4.632900162E-03,-8.342796569E-02, 0.000000000E+00, 1.009309922E+00, 1.009300018E+00,-4.443611549E-03, 0.000000000E+00
       631, 1.494895258E-01,-8.341132687E-02, 0.000000000E+00, 1.010648297E+00, 1.010648252E+00, 2.993612631E-04, 0.000000000E+00
       632, 7.695563017E-02,-8.340371632E-02, 0.000000000E+00, 1.011732296E+00, 1.011732289E+00, 9.676815991E-05, 0.000000000E+00
       633,-3.779572658E-02,-8.337618757E-02, 0.000000000E+00, 1.003119439E+00, 1.003110569E+00,-4.193399410E-03, 0.000000000E+00
       634, 1.553318794E-01,-8.334266048E-02, 0.000000000E+00, 1.010584964E+00, 1.010584922E+00, 2.903201388E-04, 0.000000000E+00
       635,-1.411891850E-02,-8.334231968E-02, 0.000000000E+00, 1.006426584E+00, 1.006413320E+00,-5.139144502E-03, 0.000000000E+00
       636,-4.950531048E-02,-8.333574993E-02, 0.000000000E+00, 1.001915967E+00, 1.001910057E+00,-3.423424946E-03, 0.000000000E+00
       637, 7.097636962E-02,-8.331112833E-02, 0.000000000E+00, 1.011831477E+00, 1.011831474E+00,-3.614907732E-05, 0.000000000E+00
       638, 8.975145316E-02,-8.329735491E-02, 0.000000000E+00, 1.011493061E+00, 1.011493021E+00, 2.765127771E-04, 0.000000000E+00
       639,-7.448952371E-03,-8.329703161E-02, 0.000000000E+00, 1.007594635E+00, 1.007581764E+00,-5.066737513E-03, 0.000000000E+00
       640, 1.435648693E-01,-8.327006256E-02, 0.000000000E+00, 1.010718509E+00, 1.010718459E+00, 3.157731134E-04, 0.000000000E+00
       641, 2.848030316E-02,-8.324603560E-02, 0.000000000E+00, 1.011574313E+00, 1.011571111E+00,-2.526493018E-03, 0.000000000E+00
       642, 8.309555143E-02,-8.322569848E-02, 0.000000000E+00, 1.011633117E+00, 1.011633096E+00, 1.991224164E-04, 0.000000000E+00
       643, 1.135460401E-01,-8.322307897E-02, 0.000000000E+00, 1.011100314E+00, 1.011100249E+00, 3.595322090E-04, 0.000000000E+00
       644, 3.518124898E-02,-8.318884801E-02, 0.000000000E+00, 1.011882220E+00, 1.011880382E+00,-1.914071213E-03, 0.000000000E+00
       645, 1.611084559E-01,-8.310474832E-02, 0.000000000E+00, 1.010525323E+00, 1.010525283E+00, 2.813111655E-04, 0.000000000E+00
       646, 1.667456212E-01,-8.301524488E-02, 0.000000000E+00, 1.010465145E+00, 1.010465107E+00, 2.751602075E-04, 0.000000000E+00
       647,-7.234737480E-02,-8.297317297E-02, 0.000000000E+00, 1.000587864E+00, 1.000586039E+00,-1.900750732E-03, 0.000000000E+00
       648,-5.542999056E-02,-8.287616594E-02, 0.000000000E+00, 1.001462311E+00, 1.001457726E+00,-3.012792307E-03, 0.000000000E+00
       649, 6.491385777E-02,-8.286330222E-02, 0.000000000E+00, 1.011951727E+00, 1.011951702E+00,-2.130563116E-04, 0.000000000E+00
       650, 1.876134888E-01,-8.285860070E-02, 0.000000000E+00, 1.010235287E+00, 1.010235254E+00, 2.545598408E-04, 0.000000000E+00
       651, 1.374893068E-01,-8.281647386E-02, 0.000000000E+00, 1.010794541E+00, 1.010794485E+00, 3.334878767E-04, 0.000000000E+00
       652, 2.010811064E-01,-8.278048878E-02, 0.000000000E+00, 1.010072465E+00, 1.010072429E+00, 2.670802501E-04, 0.000000000E+00
       653, 1.976117234E-01,-8.275600326E-02, 0.000000000E+00, 1.010112831E+00, 1.010112796E+00, 2.642220765E-04, 0.000000000E+00
       654,-1.099982910E-01,-8.275334930E-02, 0.000000000E+00, 1.000000000E+00, 1.000000000E+00, 0.000000000E+00,-3.297238397E-15
       655,-1.082695265E-01,-8.275334930E-02, 0.000000000E+00, 1.000003755E+00, 1.000003746E+00,-1.090466585E-04, 0.000000000E+00
       656, 2.081820777E-01,-8.272491837E-02, 0.000000000E+00, 1.009991323E+00, 1.009991283E+00, 2.789302657E-04, 0.000000000E+00
       657, 2.099982910E-01,-8.272491837E-02, 0.000000000E+00, 1.009966320E+00, 1.009966279E+00, 2.830068132E-04, 0.000000000E+00
       658,-1.012273592E-01,-8.262645479E-02, 0.000000000E+00, 1.000029890E+00, 1.000029806E+00,-3.894333402E-04, 0.000000000E+00
       659,-9.799488810E-02,-8.252136305E-02, 0.000000000E+00, 1.000054585E+00, 1.000054428E+00,-5.492272103E-04, 0.000000000E+00
       660, 1.717784937E-01,-8.238427176E-02, 0.000000000E+00, 1.010407001E+00, 1.010406963E+00, 2.771404274E-04, 0.000000000E+00
       661,-7.751590766E-02,-8.208258368E-02, 0.000000000E+00, 1.000405336E+00, 1.000404002E+00,-1.623343289E-03, 0.000000000E+00
       662, 1.776367922E-01,-8.205059484E-02, 0.000000000E+00, 1.010341993E+00, 1.010341955E+00, 2.748435642E-04, 0.000000000E+00
       663, 9.896324858E-02,-8.203759084E-02, 0.000000000E+00, 1.011378563E+00, 1.011378500E+00, 3.543373223E-04, 0.000000000E+00
       664, 1.908258581E-01,-8.201590117E-02, 0.000000000E+00, 1.010194849E+00, 1.010194813E+00, 2.654103527E-04, 0.000000000E+00
       665, 5.011828164E-02,-8.198682220E-02, 0.000000000E+00, 1.012164125E+00, 1.012163710E+00,-9.026229095E-04, 0.000000000E+00
       666, 1.046460989E-01,-8.198179167E-02, 0.000000000E+00, 1.011285440E+00, 1.011285369E+00, 3.752401990E-04, 0.000000000E+00
       667, 4.443695540E-02,-8.194642180E-02, 0.000000000E+00, 1.012159992E+00, 1.012159163E+00,-1.282199958E-03, 0.000000000E+00
       668,-2.343538544E-02,-8.189856657E-02, 0.000000000E+00, 1.005063277E+00, 1.005049520E+00,-5.233128904E-03, 0.000000000E+00
       669, 1.225707792E-01,-8.188604434E-02, 0.000000000E+00, 1.011008259E+00, 1.011008188E+00, 3.754851489E-04, 0.000000000E+00
       670, 9.344833361E-02,-8.185956180E-02, 0.000000000E+00, 1.011493648E+00, 1.011493594E+00, 3.284374936E-04, 0.000000000E+00
       671,-9.127805390E-02,-8.185798177E-02, 0.000000000E+00, 1.000123562E+00, 1.000123167E+00,-8.773936379E-04, 0.000000000E+00
       672, 1.917100462E-02,-8.184981788E-02, 0.000000000E+00, 1.011120171E+00, 1.011113962E+00,-3.521426987E-03, 0.000000000E+00
       673,-1.783994615E-02,-8.181511717E-02, 0.000000000E+00, 1.005967520E+00, 1.005952736E+00,-5.430581452E-03, 0.000000000E+00
       674, 5.589771487E-02,-8.180436114E-02, 0.000000000E+00, 1.012144181E+00, 1.012144006E+00,-5.825568735E-04, 0.000000000E+00
       675,-6.403018484E-02,-8.179932530E-02, 0.000000000E+00, 1.000915713E+00, 1.000912529E+00,-2.511000936E-03, 0.000000000E+00
       676,-2.918056183E-02,-8.178167857E-02, 0.000000000E+00, 1.004217257E+00, 1.004204570E+00,-5.020700772E-03, 0.000000000E+00
       677, 1.284565499E-01,-8.177762096E-02, 0.000000000E+00, 1.010931195E+00, 1.010931127E+00, 3.669637009E-04, 0.000000000E+00
       678, 1.336804106E-02,-8.177680768E-02, 0.000000000E+00, 1.010559259E+00, 1.010550951E+00,-4.068899263E-03, 0.000000000E+00
       679, 3.887180019E-02,-8.172921820E-02, 0.000000000E+00, 1.012125210E+00, 1.012123708E+00,-1.728669991E-03, 0.000000000E+00
       680, 2.483225388E-02,-8.170521732E-02, 0.000000000E+00, 1.011572709E+00, 1.011568273E+00,-2.972336984E-03, 0.000000000E+00
       681, 7.629807738E-03,-8.169134117E-02, 0.000000000E+00, 1.009888196E+00, 1.009877656E+00,-4.588544707E-03, 0.000000000E+00
       682, 1.923482416E-03,-8.169119768E-02, 0.000000000E+00, 1.009080564E+00, 1.009068208E+00,-4.966773953E-03, 0.000000000E+00
       683,-3.757740127E-03,-8.168272160E-02, 0.000000000E+00, 1.008220128E+00, 1.008206038E+00,-5.306933946E-03, 0.000000000E+00
       684,-8.832936273E-02,-8.167929369E-02, 0.000000000E+00, 1.000167725E+00, 1.000167159E+00,-1.053228170E-03, 0.000000000E+00
       685,-3.488163892E-02,-8.167155151E-02, 0.000000000E+00, 1.003431227E+00, 1.003420084E+00,-4.704680031E-03, 0.000000000E+00
       686,-6.957248842E-02,-8.167076715E-02, 0.000000000E+00, 1.000670032E+00, 1.000667640E+00,-2.176762368E-03, 0.000000000E+00
       687,-1.259926657E-02,-8.166694199E-02, 0.000000000E+00, 1.006852431E+00, 1.006836674E+00,-5.605855136E-03, 0.000000000E+00
       688,-4.061614076E-02,-8.165984546E-02, 0.000000000E+00, 1.002742895E+00, 1.002733643E+00,-4.283733136E-03, 0.000000000E+00
       689, 1.857917905E-01,-8.164933338E-02, 0.000000000E+00, 1.010247342E+00, 1.010247303E+00, 2.785420077E-04, 0.000000000E+00
       690, 8.826257322E-02,-8.163540684E-02, 0.000000000E+00, 1.011623150E+00, 1.011623105E+00, 2.969669659E-04, 0.000000000E+00
       691,-4.647971176E-02,-8.163152021E-02, 0.000000000E+00, 1.002139448E+00, 1.002131919E+00,-3.865226504E-03, 0.000000000E+00
       692, 1.524225610E-01,-8.162321691E-02, 0.000000000E+00, 1.010636033E+00, 1.010635982E+00, 3.203429268E-04, 0.000000000E+00
       693,-9.037618118E-03,-8.161833427E-02, 0.000000000E+00, 1.007363486E+00, 1.007347948E+00,-5.569502205E-03, 0.000000000E+00
       694, 1.794596565E-01,-8.161652625E-02, 0.000000000E+00, 1.010303527E+00, 1.010303485E+00, 2.881894324E-04, 0.000000000E+00
       695, 7.952290251E-02,-8.159804727E-02, 0.000000000E+00, 1.011772718E+00, 1.011772701E+00, 1.757328713E-04, 0.000000000E+00
       696, 1.106693963E-01,-8.156723218E-02, 0.000000000E+00, 1.011196908E+00, 1.011196833E+00, 3.878966954E-04, 0.000000000E+00
       697, 7.387157763E-02,-8.156231700E-02, 0.000000000E+00, 1.011877196E+00, 1.011877192E+00, 5.717241821E-05, 0.000000000E+00
       698, 1.164812172E-01,-8.154767658E-02, 0.000000000E+00, 1.011101851E+00, 1.011101776E+00, 3.867540292E-04, 0.000000000E+00
       699, 1.465715899E-01,-8.154013063E-02, 0.000000000E+00, 1.010706574E+00, 1.010706518E+00, 3.328162045E-04, 0.000000000E+00
       700, 3.363745252E-02,-8.152472361E-02, 0.000000000E+00, 1.012081977E+00, 1.012079467E+00,-2.242614065E-03, 0.000000000E+00
       701, 1.582059907E-01,-8.152246254E-02, 0.000000000E+00, 1.010569517E+00, 1.010569469E+00, 3.120605769E-04, 0.000000000E+00
       702, 8.477077556E-02,-8.152172828E-02, 0.000000000E+00, 1.011685653E+00, 1.011685617E+00, 2.645502448E-04, 0.000000000E+00
       703, 1.637143670E-01,-8.148880803E-02, 0.000000000E+00, 1.010502792E+00, 1.010502745E+00, 3.040161268E-04, 0.000000000E+00
       704, 3.012592616E-02,-8.148643305E-02, 0.000000000E+00, 1.011954679E+00, 1.011951489E+00,-2.522617134E-03, 0.000000000E+00
       705,-5.816137086E-02,-8.137341522E-02, 0.000000000E+00, 1.001231012E+00, 1.001226587E+00,-2.957956779E-03, 0.000000000E+00
       706,-5.252855832E-02,-8.127807120E-02, 0.000000000E+00, 1.001630286E+00, 1.001624361E+00,-3.427518083E-03, 0.000000000E+00
       707,-8.233933960E-02,-8.127620119E-02, 0.000000000E+00, 1.000273494E+00, 1.000272508E+00,-1.397437270E-03, 0.000000000E+00
       708, 6.199815037E-02,-8.126752074E-02, 0.000000000E+00, 1.012106077E+00, 1.012106022E+00,-3.185123108E-04, 0.000000000E+00
       709, 1.692757097E-01,-8.124292358E-02, 0.000000000E+00, 1.010435717E+00, 1.010435672E+00, 2.989079966E-04, 0.000000000E+00
       710, 1.345902395E-01,-8.122876150E-02, 0.000000000E+00, 1.010862364E+00, 1.010862298E+00, 3.637834500E-04, 0.000000000E+00
       711, 6.781535570E-02,-8.119953647E-02, 0.000000000E+00, 1.012008345E+00, 1.012008336E+00,-1.045472035E-04, 0.000000000E+00
       712, 1.404353341E-01,-8.113811066E-02, 0.000000000E+00, 1.010786689E+00, 1.010786627E+00, 3.527066512E-04, 0.000000000E+00
       713,-7.488285555E-02,-8.111920045E-02, 0.000000000E+00, 1.000469970E+00, 1.000468199E+00,-1.872111720E-03, 0.000000000E+00
       714,-7.948465391E-02,-8.060493870E-02, 0.000000000E+00, 1.000323397E+00, 1.000322099E+00,-1.601317741E-03, 0.000000000E+00
       715, 1.749619862E-01,-8.019678621E-02, 0.000000000E+00, 1.010360932E+00, 1.010360885E+00, 3.066204173E-04, 0.000000000E+00
       716, 1.920228925E-01,-7.970920372E-02, 0.000000000E+00, 1.010094904E+00, 1.010094854E+00, 3.164326441E-04, 0.000000000E+00
       717, 2.064539113E-01,-7.968155891E-02, 0.000000000E+00, 1.009887505E+00, 1.009887448E+00, 3.340348000E-04, 0.000000000E+00
       718, 2.028548097E-01,-7.967598743E-02, 0.000000000E+00, 1.009937081E+00, 1.009937027E+00, 3.252722516E-04, 0.000000000E+00
       719, 1.957950425E-01,-7.963548907E-02, 0.000000000E+00, 1.010043517E+00, 1.010043466E+00, 3.168003851E-04, 0.000000000E+00
       720,-1.064802005E-01,-7.962539902E-02, 0.000000000E+00, 1.000005586E+00, 1.000005568E+00,-1.653542688E-04, 0.000000000E+00
       721,-1.031440336E-01,-7.958913238E-02, 0.000000000E+00, 1.000017547E+00, 1.000017483E+00,-3.366039200E-04, 0.000000000E+00
       722,-9.619731400E-02,-7.933620609E-02, 0.000000000E+00, 1.000057923E+00, 1.000057677E+00,-6.873685322E-04, 0.000000000E+00
       723,-9.321824552E-02,-7.923918994E-02, 0.000000000E+00, 1.000088287E+00, 1.000087899E+00,-8.693542952E-04, 0.000000000E+00
       724, 1.226046186E-01,-7.922184319E-02, 0.000000000E+00, 1.011083419E+00, 1.011083324E+00, 4.353677862E-04, 0.000000000E+00
       725, 1.045698490E-01,-7.922068158E-02, 0.000000000E+00, 1.011396304E+00, 1.011396208E+00, 4.384522865E-04, 0.000000000E+00
       726, 9.902628169E-02,-7.917310266E-02, 0.000000000E+00, 1.011495691E+00, 1.011495602E+00, 4.206541560E-04, 0.000000000E+00
       727, 5.009730683E-02,-7.916603676E-02, 0.000000000E+00, 1.012493561E+00, 1.012493102E+00,-9.513518131E-04, 0.000000000E+00
       728,-6.408519624E-02,-7.910196836E-02, 0.000000000E+00, 1.000827970E+00, 1.000824088E+00,-2.778265771E-03, 0.000000000E+00
       729, 1.283122521E-01,-7.909843515E-02, 0.000000000E+00, 1.010998517E+00, 1.010998427E+00, 4.255184689E-04, 0.000000000E+00
       730, 1.914604639E-02,-7.906073054E-02, 0.000000000E+00, 1.011550871E+00, 1.011542951E+00,-3.982978673E-03, 0.000000000E+00
       731, 4.453606765E-02,-7.904344787E-02, 0.000000000E+00, 1.012525624E+00, 1.012524687E+00,-1.365883568E-03, 0.000000000E+00
       732,-2.342773366E-02,-7.903860178E-02, 0.000000000E+00, 1.005072270E+00, 1.005054189E+00,-6.001344669E-03, 0.000000000E+00
       733, 5.575241902E-02,-7.903379246E-02, 0.000000000E+00, 1.012442786E+00, 1.012442597E+00,-6.064837489E-04, 0.000000000E+00
       734, 1.167505939E-01,-7.897955480E-02, 0.000000000E+00, 1.011182349E+00, 1.011182249E+00, 4.481045989E-04, 0.000000000E+00
       735, 1.103850388E-01,-7.897392414E-02, 0.000000000E+00, 1.011306134E+00, 1.011306031E+00, 4.530947570E-04, 0.000000000E+00
       736, 1.347679492E-02,-7.895627898E-02, 0.000000000E+00, 1.011001739E+00, 1.010991037E+00,-4.628618371E-03, 0.000000000E+00
       737,-1.800207105E-02,-7.887915509E-02, 0.000000000E+00, 1.005974368E+00, 1.005955122E+00,-6.193709080E-03, 0.000000000E+00
       738,-2.904668303E-02,-7.887060061E-02, 0.000000000E+00, 1.004187605E+00, 1.004171046E+00,-5.743083874E-03, 0.000000000E+00
       739, 9.367457384E-02,-7.886310593E-02, 0.000000000E+00, 1.011618747E+00, 1.011618667E+00, 3.985821342E-04, 0.000000000E+00
       740,-6.931140457E-02,-7.882737074E-02, 0.000000000E+00, 1.000607024E+00, 1.000604100E+00,-2.409762176E-03, 0.000000000E+00
       741, 1.871055020E-03,-7.878423948E-02, 0.000000000E+00, 1.009463784E+00, 1.009447291E+00,-5.737944104E-03, 0.000000000E+00
       742, 2.462463065E-02,-7.877780939E-02, 0.000000000E+00, 1.012013312E+00, 1.012007608E+00,-3.376818520E-03, 0.000000000E+00
       743,-4.641110797E-02,-7.875812046E-02, 0.000000000E+00, 1.002044718E+00, 1.002035078E+00,-4.374936617E-03, 0.000000000E+00
       744, 1.691073132E-01,-7.875471153E-02, 0.000000000E+00, 1.010407025E+00, 1.010406963E+00, 3.517087663E-04, 0.000000000E+00
       745,-3.651259494E-03,-7.874604508E-02, 0.000000000E+00, 1.008532436E+00, 1.008514194E+00,-6.039085735E-03, 0.000000000E+00
       746,-4.067949897E-02,-7.872208928E-02, 0.000000000E+00, 1.002637459E+00, 1.002625433E+00,-4.887420494E-03, 0.000000000E+00
       747, 7.393482108E-02,-7.867747641E-02, 0.000000000E+00, 1.012080279E+00, 1.012080269E+00, 1.185900517E-04, 0.000000000E+00
       748, 1.523926689E-01,-7.867033132E-02, 0.000000000E+00, 1.010644206E+00, 1.010644134E+00, 3.789361158E-04, 0.000000000E+00
       749, 3.911044148E-02,-7.866553314E-02, 0.000000000E+00, 1.012539986E+00, 1.012538292E+00,-1.840061792E-03, 0.000000000E+00
       750,-8.441075018E-02,-7.866028268E-02, 0.000000000E+00, 1.000213378E+00, 1.000212355E+00,-1.423329116E-03, 0.000000000E+00
       751, 1.466648417E-01,-7.865682150E-02, 0.000000000E+00, 1.010727895E+00, 1.010727818E+00, 3.919471060E-04, 0.000000000E+00
       752,-8.665124780E-02,-7.865168467E-02, 0.000000000E+00, 1.000166458E+00, 1.000165667E+00,-1.247117543E-03, 0.000000000E+00
       753,-5.853554654E-02,-7.862174445E-02, 0.000000000E+00, 1.001106753E+00, 1.001101406E+00,-3.259023565E-03, 0.000000000E+00
       754, 7.941666464E-02,-7.859899113E-02, 0.000000000E+00, 1.011945911E+00, 1.011945882E+00, 2.315573836E-04, 0.000000000E+00
       755, 6.164060775E-02,-7.859496725E-02, 0.000000000E+00, 1.012373144E+00, 1.012373088E+00,-3.215544763E-04, 0.000000000E+00
       756, 1.852378086E-01,-7.857738046E-02, 0.000000000E+00, 1.010171657E+00, 1.010171600E+00, 3.356736261E-04, 0.000000000E+00
       757, 1.342131662E-01,-7.857138463E-02, 0.000000000E+00, 1.010921236E+00, 1.010921147E+00, 4.236032884E-04, 0.000000000E+00
       758,-5.224840846E-02,-7.848972644E-02, 0.000000000E+00, 1.001554490E+00, 1.001546796E+00,-3.903846523E-03, 0.000000000E+00
       759, 1.580665202E-01,-7.842489431E-02, 0.000000000E+00, 1.010558815E+00, 1.010558745E+00, 3.720661654E-04, 0.000000000E+00
       760, 6.809720196E-02,-7.841951417E-02, 0.000000000E+00, 1.012236953E+00, 1.012236947E+00,-3.880797637E-05, 0.000000000E+00
       761, 7.663579129E-03,-7.839617062E-02, 0.000000000E+00, 1.010328442E+00, 1.010314494E+00,-5.280596985E-03, 0.000000000E+00
       762, 1.407211206E-01,-7.834797505E-02, 0.000000000E+00, 1.010811599E+00, 1.010811513E+00, 4.134918789E-04, 0.000000000E+00
       763,-3.484357131E-02,-7.829568036E-02, 0.000000000E+00, 1.003340528E+00, 1.003325759E+00,-5.414027418E-03, 0.000000000E+00
       764,-1.334834348E-02,-7.820025828E-02, 0.000000000E+00, 1.006868411E+00, 1.006847947E+00,-6.392720568E-03, 0.000000000E+00
       765,-8.363319748E-03,-7.815346709E-02, 0.000000000E+00, 1.007691535E+00, 1.007671386E+00,-6.344382817E-03, 0.000000000E+00
       766, 8.908798652E-02,-7.810197313E-02, 0.000000000E+00, 1.011748351E+00, 1.011748281E+00, 3.714737475E-04, 0.000000000E+00
       767, 8.409642968E-02,-7.801254162E-02, 0.000000000E+00, 1.011854980E+00, 1.011854927E+00, 3.229399680E-04, 0.000000000E+00
       768, 1.809606942E-01,-7.799539536E-02, 0.000000000E+00, 1.010211997E+00, 1.010211937E+00, 3.434921981E-04, 0.000000000E+00
       769, 2.933556688E-02,-7.796430805E-02, 0.000000000E+00, 1.012361022E+00, 1.012356968E+00,-2.854427413E-03, 0.000000000E+00
       770, 3.442773593E-02,-7.789989978E-02, 0.000000000E+00, 1.012535305E+00, 1.012532518E+00,-2.364924023E-03, 0.000000000E+00
       771,-7.432986969E-02,-7.787832417E-02, 0.000000000E+00, 1.000419546E+00, 1.000417350E+00,-2.087276383E-03, 0.000000000E+00
       772, 1.637286571E-01,-7.782152813E-02, 0.000000000E+00, 1.010463201E+00, 1.010463132E+00, 3.689937474E-04, 0.000000000E+00
       773, 1.746310877E-01,-7.762526562E-02, 0.000000000E+00, 1.010294275E+00, 1.010294209E+00, 3.640370489E-04, 0.000000000E+00
       774, 1.017445812E-01,-7.759590049E-02, 0.000000000E+00, 1.011499514E+00, 1.011499407E+00, 4.636386577E-04, 0.000000000E+00
       775, 9.651814159E-02,-7.750698093E-02, 0.000000000E+00, 1.011615636E+00, 1.011615536E+00, 4.474015872E-04, 0.000000000E+00
       776, 1.069733558E-01,-7.750345965E-02, 0.000000000E+00, 1.011403327E+00, 1.011403212E+00, 4.804498083E-04, 0.000000000E+00
       777,-6.682034976E-02,-7.749828488E-02, 0.000000000E+00, 1.000672804E+00, 1.000669132E+00,-2.701313814E-03, 0.000000000E+00
       778, 1.201798721E-01,-7.748680596E-02, 0.000000000E+00, 1.011163061E+00, 1.011162949E+00, 4.729306805E-04, 0.000000000E+00
       779, 1.254522892E-01,-7.748612680E-02, 0.000000000E+00, 1.011069075E+00, 1.011068969E+00, 4.608328350E-04, 0.000000000E+00
       780, 4.735875635E-02,-7.746473962E-02, 0.000000000E+00, 1.012699572E+00, 1.012698866E+00,-1.181377230E-03, 0.000000000E+00
       781, 5.279198923E-02,-7.743070372E-02, 0.000000000E+00, 1.012641575E+00, 1.012641259E+00,-7.850253501E-04, 0.000000000E+00
       782,-6.176192672E-02,-7.740659229E-02, 0.000000000E+00, 1.000897357E+00, 1.000892417E+00,-3.131517681E-03, 0.000000000E+00
       783,-2.086117809E-02,-7.739612277E-02, 0.000000000E+00, 1.005525462E+00, 1.005504263E+00,-6.502288554E-03, 0.000000000E+00
       784, 1.152212945E-01,-7.736675859E-02, 0.000000000E+00, 1.011266908E+00, 1.011266787E+00, 4.928972824E-04, 0.000000000E+00
       785, 1.119264249E-01,-7.735746658E-02, 0.000000000E+00, 1.011323741E+00, 1.011323618E+00, 4.966924236E-04, 0.000000000E+00
       786, 2.181180546E-02,-7.730834964E-02, 0.000000000E+00, 1.012046706E+00, 1.012039109E+00,-3.900595038E-03, 0.000000000E+00
       787, 4.197440533E-02,-7.729523050E-02, 0.000000000E+00, 1.012747268E+00, 1.012745921E+00,-1.637655030E-03, 0.000000000E+00
       788, 1.630557759E-02,-7.728729414E-02, 0.000000000E+00, 1.011524747E+00, 1.011514443E+00,-4.542204857E-03, 0.000000000E+00
       789,-2.627254229E-02,-7.728292036E-02, 0.000000000E+00, 1.004618084E+00, 1.004598409E+00,-6.264631914E-03, 0.000000000E+00
       790,-1.570201442E-02,-7.722808701E-02, 0.000000000E+00, 1.006458936E+00, 1.006436360E+00,-6.716304259E-03, 0.000000000E+00
       791, 9.145039857E-02,-7.721372987E-02, 0.000000000E+00, 1.011749364E+00, 1.011749274E+00, 4.233111660E-04, 0.000000000E+00
       792, 1.307784653E-01,-7.720219292E-02, 0.000000000E+00, 1.010984508E+00, 1.010984404E+00, 4.557097319E-04, 0.000000000E+00
       793, 5.817388182E-02,-7.718966537E-02, 0.000000000E+00, 1.012559980E+00, 1.012559867E+00,-4.624927255E-04, 0.000000000E+00
       794,-8.142713866E-04,-7.715111219E-02, 0.000000000E+00, 1.009175321E+00, 1.009155473E+00,-6.303780380E-03, 0.000000000E+00
       795,-6.062368095E-03,-7.711523327E-02, 0.000000000E+00, 1.008236473E+00, 1.008214702E+00,-6.599830503E-03, 0.000000000E+00
       796, 7.678696444E-02,-7.708884467E-02, 0.000000000E+00, 1.012108369E+00, 1.012108344E+00, 2.147487432E-04, 0.000000000E+00
       797,-4.342734010E-02,-7.705294355E-02, 0.000000000E+00, 1.002270164E+00, 1.002258021E+00,-4.911348310E-03, 0.000000000E+00
       798,-4.886704300E-02,-7.702586114E-02, 0.000000000E+00, 1.001738764E+00, 1.001729019E+00,-4.398928139E-03, 0.000000000E+00
       799, 2.707746373E-02,-7.701057889E-02, 0.000000000E+00, 1.012437103E+00, 1.012431741E+00,-3.273005810E-03, 0.000000000E+00
       800, 8.191924754E-02,-7.699773526E-02, 0.000000000E+00, 1.011980940E+00, 1.011980889E+00, 3.156376972E-04, 0.000000000E+00
       801,-5.702434269E-02,-7.699480072E-02, 0.000000000E+00, 1.001146557E+00, 1.001139745E+00,-3.680826897E-03, 0.000000000E+00
       802, 1.496864122E-01,-7.698976478E-02, 0.000000000E+00, 1.010678506E+00, 1.010678419E+00, 4.165264845E-04, 0.000000000E+00
       803, 7.155055455E-02,-7.698911796E-02, 0.000000000E+00, 1.012265862E+00, 1.012265855E+00, 8.820707905E-05, 0.000000000E+00
